Time,Open,High,Low,Last,Change,%Chg
5/21/21 10:25,416.97,417.14,416.77,416.79,-0.18,-0.04%
5/21/21 10:20,417.07,417.17,416.83,416.97,-0.10,-0.02%
5/21/21 10:15,417.27,417.37,416.99,417.06,-0.21,-0.05%
5/21/21 10:10,417.56,417.79,417.27,417.27,-0.29,-0.07%
5/21/21 10:05,417.75,417.83,417.27,417.56,-0.19,-0.05%
5/21/21 10:00,418.18,418.20,417.62,417.75,-0.42,-0.10%
5/21/21 9:55,417.76,418.19,417.67,418.17,0.42,0.10%
5/21/21 9:50,417.49,417.88,417.13,417.75,0.26,0.06%
5/21/21 9:45,417.53,417.58,417.20,417.49,-0.03,-0.01%
5/21/21 9:40,417.55,417.71,417.44,417.52,-0.03,-0.01%
5/21/21 9:35,417.45,417.94,417.35,417.55,0.09,0.02%
5/21/21 9:30,416.87,417.51,416.83,417.46,2.31,0.56%
5/20/21 15:55,415.75,415.75,414.92,415.15,-0.60,-0.14%
5/20/21 15:50,415.53,415.87,415.12,415.75,0.23,0.06%
5/20/21 15:45,415.76,416.05,415.48,415.52,-0.24,-0.06%
5/20/21 15:40,415.87,416.02,415.56,415.76,-0.11,-0.03%
5/20/21 15:35,416.09,416.26,415.84,415.86,-0.22,-0.05%
5/20/21 15:30,416.59,416.60,416.06,416.08,-0.52,-0.12%
5/20/21 15:25,416.37,416.63,416.35,416.60,0.22,0.05%
5/20/21 15:20,416.01,416.42,415.91,416.38,0.38,0.09%
5/20/21 15:15,415.81,416.07,415.77,416.01,0.20,0.05%
5/20/21 15:10,415.55,415.95,415.54,415.80,0.24,0.06%
5/20/21 15:05,415.61,415.62,415.37,415.56,-0.04,-0.01%
5/20/21 15:00,415.59,415.77,415.23,415.60,0.01,0.00%
5/20/21 14:55,415.80,415.85,415.46,415.59,-0.21,-0.05%
5/20/21 14:50,415.61,415.85,415.48,415.80,0.19,0.05%
5/20/21 14:45,415.61,415.66,415.43,415.61,0.01,0.00%
5/20/21 14:40,415.54,415.69,415.48,415.60,0.07,0.02%
5/20/21 14:35,415.35,415.59,415.33,415.53,0.18,0.04%
5/20/21 14:30,415.57,415.65,415.31,415.35,-0.22,-0.05%
5/20/21 14:25,415.32,415.57,415.14,415.57,0.26,0.06%
5/20/21 14:20,415.34,415.39,415.20,415.31,-0.04,-0.01%
5/20/21 14:15,415.33,415.48,415.09,415.35,0.02,0.00%
5/20/21 14:10,415.32,415.42,415.16,415.33,0.01,0.00%
5/20/21 14:05,415.16,415.40,415.16,415.32,0.15,0.04%
5/20/21 14:00,415.13,415.40,415.09,415.17,0.05,0.01%
5/20/21 13:55,414.83,415.15,414.68,415.12,0.28,0.07%
5/20/21 13:50,415.48,415.51,414.57,414.84,-0.64,-0.15%
5/20/21 13:45,415.51,415.52,415.35,415.48,-0.03,-0.01%
5/20/21 13:40,415.45,415.55,415.44,415.51,0.06,0.01%
5/20/21 13:35,415.43,415.52,415.40,415.45,0.02,0.00%
5/20/21 13:30,415.41,415.52,415.33,415.44,0.03,0.01%
5/20/21 13:25,415.38,415.48,415.28,415.41,0.04,0.01%
5/20/21 13:20,415.36,415.49,415.34,415.37,0.00,0.00%
5/20/21 13:15,415.25,415.44,415.24,415.37,0.12,0.03%
5/20/21 13:10,415.17,415.30,415.16,415.25,0.08,0.02%
5/20/21 13:05,414.84,415.18,414.84,415.17,0.33,0.08%
5/20/21 13:00,414.83,414.96,414.67,414.84,0.01,0.00%
5/20/21 12:55,414.71,414.91,414.60,414.83,0.13,0.03%
5/20/21 12:50,414.58,414.78,414.54,414.70,0.12,0.03%
5/20/21 12:45,414.18,414.64,414.18,414.58,0.41,0.10%
5/20/21 12:40,414.39,414.51,414.10,414.17,-0.21,-0.05%
5/20/21 12:35,414.88,414.89,414.17,414.38,-0.50,-0.12%
5/20/21 12:30,414.71,415.01,414.71,414.88,0.18,0.04%
5/20/21 12:25,414.87,415.02,414.65,414.70,-0.17,-0.04%
5/20/21 12:20,414.96,415.11,414.69,414.87,-0.08,-0.02%
5/20/21 12:15,414.99,415.18,414.92,414.95,-0.03,-0.01%
5/20/21 12:10,415.11,415.29,414.96,414.98,-0.13,-0.03%
5/20/21 12:05,415.20,415.22,414.96,415.11,-0.09,-0.02%
5/20/21 12:00,415.56,415.60,415.02,415.19,-0.37,-0.09%
5/20/21 11:55,415.75,415.90,415.52,415.56,-0.18,-0.04%
5/20/21 11:50,415.99,416.14,415.70,415.74,-0.25,-0.06%
5/20/21 11:45,415.68,416.01,415.67,415.99,0.32,0.08%
5/20/21 11:40,415.42,415.75,415.40,415.67,0.26,0.06%
5/20/21 11:35,415.19,415.42,415.18,415.41,0.22,0.05%
5/20/21 11:30,414.86,415.24,414.85,415.19,0.34,0.08%
5/20/21 11:25,414.37,414.88,414.36,414.86,0.49,0.12%
5/20/21 11:20,414.38,414.43,414.26,414.37,0.00,0.00%
5/20/21 11:15,414.20,414.39,414.20,414.37,0.17,0.04%
5/20/21 11:10,414.25,414.36,414.18,414.20,-0.05,-0.01%
5/20/21 11:05,414.11,414.29,414.07,414.25,0.15,0.04%
5/20/21 11:00,413.98,414.22,413.97,414.10,0.13,0.03%
5/20/21 10:55,414.09,414.13,413.95,413.97,-0.11,-0.03%
5/20/21 10:50,413.97,414.18,413.97,414.08,0.10,0.02%
5/20/21 10:45,413.74,414.15,413.72,413.98,0.23,0.06%
5/20/21 10:40,413.61,413.75,413.47,413.75,0.15,0.04%
5/20/21 10:35,413.73,413.75,413.39,413.60,-0.13,-0.03%
5/20/21 10:30,413.66,413.79,413.62,413.73,0.07,0.02%
5/20/21 10:25,413.55,413.69,413.46,413.66,0.10,0.02%
5/20/21 10:20,413.56,413.68,413.40,413.56,0.00,0.00%
5/20/21 10:15,413.22,413.61,413.22,413.56,0.33,0.08%
5/20/21 10:10,413.12,413.39,413.10,413.23,0.12,0.03%
5/20/21 10:05,413.58,413.70,413.08,413.11,-0.47,-0.11%
5/20/21 10:00,413.09,413.60,412.97,413.58,0.49,0.12%
5/20/21 9:55,413.04,413.26,412.95,413.09,0.05,0.01%
5/20/21 9:50,413.18,413.26,412.91,413.04,-0.14,-0.03%
5/20/21 9:45,412.58,413.26,412.58,413.18,0.61,0.15%
5/20/21 9:40,412.33,412.81,412.31,412.57,0.27,0.07%
5/20/21 9:35,412.33,412.76,412.26,412.30,-0.03,-0.01%
5/20/21 9:30,411.80,412.64,411.67,412.33,1.55,0.38%
5/19/21 15:55,410.12,411.05,410.09,410.78,0.64,0.16%
5/19/21 15:50,409.02,410.31,408.84,410.14,1.11,0.27%
5/19/21 15:45,409.19,409.38,408.67,409.03,-0.18,-0.04%
5/19/21 15:40,409.44,409.54,409.14,409.21,-0.25,-0.06%
5/19/21 15:35,409.34,409.53,409.09,409.46,0.12,0.03%
5/19/21 15:30,409.95,409.99,408.93,409.34,-0.62,-0.15%
5/19/21 15:25,409.62,410.23,409.39,409.96,0.35,0.09%
5/19/21 15:20,409.05,409.90,408.76,409.61,0.56,0.14%
5/19/21 15:15,408.86,409.25,408.81,409.05,0.19,0.05%
5/19/21 15:10,408.73,409.30,408.58,408.86,0.13,0.03%
5/19/21 15:05,408.01,408.82,407.93,408.73,0.72,0.18%
5/19/21 15:00,408.19,408.22,407.60,408.01,-0.17,-0.04%
5/19/21 14:55,408.26,409.01,407.98,408.18,-0.07,-0.02%
5/19/21 14:50,408.26,408.40,408.02,408.25,-0.03,-0.01%
5/19/21 14:45,408.41,408.55,407.94,408.28,-0.12,-0.03%
5/19/21 14:40,408.61,408.82,408.31,408.40,-0.25,-0.06%
5/19/21 14:35,409.51,409.75,408.56,408.65,-0.87,-0.21%
5/19/21 14:30,410.05,410.56,409.41,409.52,-0.55,-0.13%
5/19/21 14:25,410.17,410.23,409.70,410.07,-0.11,-0.03%
5/19/21 14:20,408.21,410.52,408.20,410.18,2.01,0.49%
5/19/21 14:15,408.25,408.25,407.59,408.17,-0.10,-0.02%
5/19/21 14:10,408.51,408.64,407.85,408.27,-0.25,-0.06%
5/19/21 14:05,408.51,408.66,407.68,408.52,0.01,0.00%
5/19/21 14:00,409.41,410.04,408.39,408.51,-0.89,-0.22%
5/19/21 13:55,409.79,409.90,409.37,409.40,-0.40,-0.10%
5/19/21 13:50,409.52,409.83,409.39,409.80,0.28,0.07%
5/19/21 13:45,409.20,409.53,409.15,409.52,0.31,0.08%
5/19/21 13:40,409.41,409.42,409.12,409.21,-0.19,-0.05%
5/19/21 13:35,409.36,409.47,408.93,409.40,0.05,0.01%
5/19/21 13:30,409.85,409.90,409.32,409.35,-0.53,-0.13%
5/19/21 13:25,409.66,409.89,409.55,409.88,0.22,0.05%
5/19/21 13:20,410.08,410.14,409.66,409.66,-0.42,-0.10%
5/19/21 13:15,410.05,410.25,409.99,410.07,0.02,0.00%
5/19/21 13:10,409.79,410.21,409.78,410.05,0.26,0.06%
5/19/21 13:05,409.50,410.10,409.40,409.79,0.29,0.07%
5/19/21 13:00,409.14,409.63,409.13,409.50,0.34,0.08%
5/19/21 12:55,409.23,409.39,409.07,409.16,-0.06,-0.01%
5/19/21 12:50,409.05,409.30,408.89,409.22,0.19,0.05%
5/19/21 12:45,408.98,409.22,408.83,409.03,0.06,0.01%
5/19/21 12:40,409.07,409.42,408.93,408.98,-0.10,-0.02%
5/19/21 12:35,408.97,409.18,408.74,409.07,0.11,0.03%
5/19/21 12:30,408.97,409.13,408.86,408.97,0.03,0.01%
5/19/21 12:25,409.21,409.23,408.84,408.94,-0.28,-0.07%
5/19/21 12:20,409.04,409.29,408.79,409.22,0.17,0.04%
5/19/21 12:15,408.69,409.07,408.63,409.05,0.36,0.09%
5/19/21 12:10,408.47,408.75,408.47,408.70,0.26,0.06%
5/19/21 12:05,408.27,408.62,408.18,408.44,0.18,0.04%
5/19/21 12:00,408.32,408.33,407.95,408.26,-0.07,-0.02%
5/19/21 11:55,407.63,408.43,407.63,408.33,0.68,0.17%
5/19/21 11:50,407.70,407.90,407.46,407.65,-0.05,-0.01%
5/19/21 11:45,407.57,407.78,407.34,407.70,0.12,0.03%
5/19/21 11:40,407.66,407.77,407.23,407.58,-0.09,-0.02%
5/19/21 11:35,407.66,407.84,407.43,407.67,0.01,0.00%
5/19/21 11:30,408.09,408.19,407.62,407.66,-0.47,-0.11%
5/19/21 11:25,408.28,408.30,407.99,408.13,-0.15,-0.04%
5/19/21 11:20,407.42,408.34,407.40,408.28,0.87,0.21%
5/19/21 11:15,407.83,408.02,407.38,407.41,-0.42,-0.10%
5/19/21 11:10,407.72,407.96,407.52,407.83,0.10,0.02%
5/19/21 11:05,406.54,407.83,406.53,407.74,1.19,0.29%
5/19/21 11:00,407.05,407.16,406.45,406.55,-0.51,-0.13%
5/19/21 10:55,407.22,407.40,406.89,407.06,-0.16,-0.04%
5/19/21 10:50,406.48,407.41,406.40,407.22,0.74,0.18%
5/19/21 10:45,406.35,406.76,406.15,406.48,0.13,0.03%
5/19/21 10:40,405.76,406.35,405.38,406.35,0.58,0.14%
5/19/21 10:35,406.58,407.04,405.77,405.77,-0.78,-0.19%
5/19/21 10:30,406.94,407.02,406.36,406.55,-0.39,-0.10%
5/19/21 10:25,405.91,407.00,405.72,406.94,1.01,0.25%
5/19/21 10:20,406.32,406.39,405.83,405.93,-0.39,-0.10%
5/19/21 10:15,405.90,406.43,405.33,406.32,0.41,0.10%
5/19/21 10:10,405.71,406.01,405.40,405.91,0.18,0.04%
5/19/21 10:05,405.80,406.16,405.66,405.73,-0.06,-0.01%
5/19/21 10:00,406.90,407.26,405.77,405.79,-1.16,-0.29%
5/19/21 9:55,406.90,407.49,406.57,406.95,0.04,0.01%
5/19/21 9:50,406.57,407.22,406.52,406.91,0.32,0.08%
5/19/21 9:45,407.27,407.37,406.36,406.59,-0.68,-0.17%
5/19/21 9:40,406.31,407.38,405.84,407.27,0.96,0.24%
5/19/21 9:35,407.53,407.64,406.25,406.31,-1.23,-0.30%
5/19/21 9:30,406.92,407.58,406.40,407.54,-4.48,-1.09%
5/18/21 15:55,412.59,412.84,411.77,412.02,-0.56,-0.14%
5/18/21 15:50,413.44,413.45,412.43,412.58,-0.86,-0.21%
5/18/21 15:45,414.42,414.46,413.28,413.44,-0.96,-0.23%
5/18/21 15:40,414.34,414.59,414.23,414.40,0.07,0.02%
5/18/21 15:35,414.45,414.52,414.16,414.33,-0.14,-0.03%
5/18/21 15:30,414.28,414.58,414.16,414.47,0.20,0.05%
5/18/21 15:25,414.17,414.40,414.17,414.27,0.11,0.03%
5/18/21 15:20,414.20,414.29,414.06,414.16,-0.04,-0.01%
5/18/21 15:15,413.86,414.21,413.77,414.20,0.33,0.08%
5/18/21 15:10,414.20,414.30,413.77,413.87,-0.33,-0.08%
5/18/21 15:05,414.14,414.20,413.98,414.20,0.07,0.02%
5/18/21 15:00,413.99,414.14,413.83,414.13,0.14,0.03%
5/18/21 14:55,413.70,414.00,413.53,413.99,0.28,0.07%
5/18/21 14:50,413.44,413.76,413.34,413.71,0.26,0.06%
5/18/21 14:45,413.46,413.50,413.10,413.45,0.00,0.00%
5/18/21 14:40,413.65,413.85,413.24,413.45,-0.21,-0.05%
5/18/21 14:35,413.82,413.95,413.57,413.66,-0.16,-0.04%
5/18/21 14:30,414.40,414.50,413.82,413.82,-0.59,-0.14%
5/18/21 14:25,414.45,414.57,414.33,414.41,-0.04,-0.01%
5/18/21 14:20,414.81,414.92,414.35,414.45,-0.36,-0.09%
5/18/21 14:15,415.03,415.10,414.79,414.81,-0.21,-0.05%
5/18/21 14:10,414.88,415.04,414.81,415.02,0.14,0.03%
5/18/21 14:05,414.85,415.09,414.84,414.88,0.02,0.00%
5/18/21 14:00,414.97,415.05,414.75,414.86,-0.13,-0.03%
5/18/21 13:55,415.06,415.17,414.96,414.99,-0.09,-0.02%
5/18/21 13:50,415.13,415.22,415.05,415.08,-0.05,-0.01%
5/18/21 13:45,415.26,415.42,415.09,415.13,-0.13,-0.03%
5/18/21 13:40,415.35,415.43,415.18,415.26,-0.10,-0.02%
5/18/21 13:35,415.48,415.49,415.27,415.36,-0.12,-0.03%
5/18/21 13:30,415.54,415.59,415.35,415.48,-0.05,-0.01%
5/18/21 13:25,415.30,415.57,415.26,415.53,0.23,0.05%
5/18/21 13:20,415.16,415.39,415.14,415.30,0.16,0.04%
5/18/21 13:15,415.15,415.18,415.03,415.14,-0.02,0.00%
5/18/21 13:10,415.18,415.27,415.08,415.16,-0.03,-0.01%
5/18/21 13:05,415.30,415.31,414.96,415.19,-0.10,-0.02%
5/18/21 13:00,415.27,415.38,415.23,415.29,0.02,0.00%
5/18/21 12:55,415.44,415.48,415.14,415.27,-0.17,-0.04%
5/18/21 12:50,415.50,415.50,415.40,415.44,-0.06,-0.01%
5/18/21 12:45,415.44,415.51,415.41,415.50,0.05,0.01%
5/18/21 12:40,415.43,415.52,415.42,415.45,0.03,0.01%
5/18/21 12:35,415.46,415.49,415.38,415.42,-0.05,-0.01%
5/18/21 12:30,415.41,415.52,415.30,415.47,0.06,0.01%
5/18/21 12:25,415.33,415.46,415.26,415.41,0.09,0.02%
5/18/21 12:20,415.01,415.32,414.96,415.32,0.32,0.08%
5/18/21 12:15,415.14,415.17,414.95,415.00,-0.14,-0.03%
5/18/21 12:10,414.95,415.17,414.88,415.14,0.18,0.04%
5/18/21 12:05,414.99,415.09,414.87,414.97,-0.03,-0.01%
5/18/21 12:00,414.89,415.05,414.75,414.99,0.10,0.02%
5/18/21 11:55,415.05,415.19,414.86,414.89,-0.16,-0.04%
5/18/21 11:50,415.36,415.36,414.96,415.05,-0.31,-0.07%
5/18/21 11:45,415.11,415.39,414.94,415.36,0.25,0.06%
5/18/21 11:40,415.33,415.36,414.87,415.11,-0.22,-0.05%
5/18/21 11:35,415.13,415.36,415.06,415.33,0.20,0.05%
5/18/21 11:30,415.52,415.58,415.07,415.13,-0.39,-0.09%
5/18/21 11:25,415.64,415.67,415.50,415.52,-0.11,-0.03%
5/18/21 11:20,415.60,415.74,415.47,415.63,0.02,0.00%
5/18/21 11:15,415.60,415.75,415.57,415.61,0.02,0.00%
5/18/21 11:10,415.57,415.80,415.55,415.59,0.02,0.00%
5/18/21 11:05,415.70,415.77,415.50,415.57,-0.14,-0.03%
5/18/21 11:00,415.70,415.82,415.52,415.71,0.00,0.00%
5/18/21 10:55,415.65,415.79,415.50,415.71,0.07,0.02%
5/18/21 10:50,415.81,415.98,415.58,415.64,-0.17,-0.04%
5/18/21 10:45,415.34,415.86,415.33,415.81,0.47,0.11%
5/18/21 10:40,415.54,415.69,415.27,415.34,-0.21,-0.05%
5/18/21 10:35,415.74,415.76,415.52,415.55,-0.19,-0.04%
5/18/21 10:30,415.77,415.85,415.66,415.74,-0.04,-0.01%
5/18/21 10:25,415.37,415.77,415.30,415.77,0.40,0.10%
5/18/21 10:20,415.12,415.45,415.10,415.37,0.25,0.06%
5/18/21 10:15,415.04,415.36,414.97,415.12,0.09,0.02%
5/18/21 10:10,414.97,415.07,414.81,415.04,0.06,0.01%
5/18/21 10:05,414.73,415.12,414.60,414.98,0.24,0.06%
5/18/21 10:00,415.10,415.23,414.46,414.74,-0.37,-0.09%
5/18/21 9:55,415.40,415.53,415.09,415.11,-0.30,-0.07%
5/18/21 9:50,415.34,415.46,414.82,415.41,0.08,0.02%
5/18/21 9:45,415.69,415.83,415.14,415.33,-0.34,-0.08%
5/18/21 9:40,415.98,416.00,415.54,415.67,-0.32,-0.08%
5/18/21 9:35,415.04,416.00,414.97,415.99,0.94,0.23%
5/18/21 9:30,415.80,416.06,415.04,415.05,-0.43,-0.10%
5/17/21 15:55,415.38,415.63,415.21,415.48,0.11,0.03%
5/17/21 15:50,415.15,415.59,415.11,415.37,0.23,0.06%
5/17/21 15:45,415.23,415.60,415.13,415.14,-0.11,-0.03%
5/17/21 15:40,414.85,415.43,414.85,415.25,0.41,0.10%
5/17/21 15:35,415.27,415.27,414.77,414.84,-0.42,-0.10%
5/17/21 15:30,414.96,415.32,414.79,415.26,0.31,0.07%
5/17/21 15:25,415.05,415.12,414.77,414.95,-0.10,-0.02%
5/17/21 15:20,415.20,415.27,415.02,415.05,-0.15,-0.04%
5/17/21 15:15,415.48,415.57,415.12,415.20,-0.26,-0.06%
5/17/21 15:10,415.48,415.70,415.44,415.46,-0.02,-0.01%
5/17/21 15:05,415.30,415.67,415.25,415.48,0.19,0.05%
5/17/21 15:00,415.17,415.35,414.99,415.29,0.12,0.03%
5/17/21 14:55,415.06,415.22,414.87,415.17,0.10,0.02%
5/17/21 14:50,414.49,415.09,414.46,415.07,0.59,0.14%
5/17/21 14:45,414.34,414.53,414.18,414.48,0.14,0.03%
5/17/21 14:40,414.19,414.43,414.17,414.35,0.15,0.04%
5/17/21 14:35,414.63,414.68,414.15,414.20,-0.44,-0.11%
5/17/21 14:30,414.56,414.88,414.51,414.64,0.09,0.02%
5/17/21 14:25,414.38,414.63,414.33,414.55,0.18,0.04%
5/17/21 14:20,414.35,414.64,414.33,414.38,0.02,0.00%
5/17/21 14:15,414.32,414.47,414.22,414.36,0.06,0.01%
5/17/21 14:10,414.42,414.55,414.25,414.30,-0.10,-0.02%
5/17/21 14:05,414.24,414.47,414.12,414.40,0.16,0.04%
5/17/21 14:00,414.03,414.28,413.87,414.24,0.22,0.05%
5/17/21 13:55,413.92,414.22,413.81,414.03,0.09,0.02%
5/17/21 13:50,414.05,414.11,413.81,413.94,-0.16,-0.04%
5/17/21 13:45,413.73,414.16,413.61,414.10,0.38,0.09%
5/17/21 13:40,414.03,414.03,413.36,413.72,-0.30,-0.07%
5/17/21 13:35,413.91,414.34,413.89,414.02,0.12,0.03%
5/17/21 13:30,414.01,414.03,413.71,413.90,-0.12,-0.03%
5/17/21 13:25,414.01,414.16,413.82,414.02,-0.02,0.00%
5/17/21 13:20,413.97,414.08,413.72,414.04,0.06,0.01%
5/17/21 13:15,414.28,414.31,413.90,413.98,-0.30,-0.07%
5/17/21 13:10,414.31,414.39,414.08,414.28,-0.02,0.00%
5/17/21 13:05,414.51,414.55,414.29,414.30,-0.21,-0.05%
5/17/21 13:00,414.46,414.72,414.38,414.51,0.04,0.01%
5/17/21 12:55,414.67,414.67,414.37,414.47,-0.21,-0.05%
5/17/21 12:50,414.74,414.89,414.55,414.68,-0.06,-0.01%
5/17/21 12:45,415.02,415.08,414.71,414.73,-0.28,-0.07%
5/17/21 12:40,414.90,415.12,414.86,415.01,0.12,0.03%
5/17/21 12:35,414.52,415.01,414.50,414.89,0.37,0.09%
5/17/21 12:30,414.68,414.68,414.35,414.52,-0.17,-0.04%
5/17/21 12:25,414.65,414.74,414.56,414.69,0.04,0.01%
5/17/21 12:20,414.53,414.68,414.48,414.65,0.12,0.03%
5/17/21 12:15,414.15,414.64,413.98,414.53,0.38,0.09%
5/17/21 12:10,414.06,414.42,414.04,414.15,0.10,0.02%
5/17/21 12:05,414.21,414.35,413.98,414.05,-0.16,-0.04%
5/17/21 12:00,414.14,414.28,413.84,414.21,0.05,0.01%
5/17/21 11:55,414.18,414.29,413.90,414.16,-0.02,0.00%
5/17/21 11:50,414.38,414.49,413.93,414.18,-0.20,-0.05%
5/17/21 11:45,414.43,414.79,414.32,414.38,-0.06,-0.01%
5/17/21 11:40,414.24,414.54,414.10,414.44,0.19,0.05%
5/17/21 11:35,414.31,414.55,414.20,414.25,-0.06,-0.01%
5/17/21 11:30,414.23,414.42,413.87,414.31,0.10,0.02%
5/17/21 11:25,414.52,414.63,414.17,414.21,-0.31,-0.07%
5/17/21 11:20,414.27,414.81,414.27,414.52,0.24,0.06%
5/17/21 11:15,414.54,414.71,414.17,414.28,-0.29,-0.07%
5/17/21 11:10,414.35,414.64,413.81,414.57,0.23,0.06%
5/17/21 11:05,414.63,414.94,414.27,414.34,-0.30,-0.07%
5/17/21 11:00,414.86,415.08,414.23,414.64,-0.25,-0.06%
5/17/21 10:55,415.02,415.24,414.74,414.89,-0.13,-0.03%
5/17/21 10:50,415.12,415.32,414.90,415.02,-0.09,-0.02%
5/17/21 10:45,415.01,415.23,414.71,415.11,0.09,0.02%
5/17/21 10:40,415.23,415.41,414.88,415.02,-0.19,-0.05%
5/17/21 10:35,414.00,415.36,413.94,415.21,1.21,0.29%
5/17/21 10:30,414.34,414.67,413.96,414.00,-0.35,-0.08%
5/17/21 10:25,415.28,415.57,414.28,414.35,-0.93,-0.22%
5/17/21 10:20,415.38,415.59,415.21,415.28,-0.10,-0.02%
5/17/21 10:15,414.64,415.47,414.35,415.37,0.74,0.18%
5/17/21 10:10,414.43,414.86,414.14,414.63,0.19,0.05%
5/17/21 10:05,414.63,415.08,414.31,414.44,-0.19,-0.05%
5/17/21 10:00,414.92,414.92,414.17,414.63,-0.31,-0.07%
5/17/21 9:55,414.68,415.16,414.53,414.94,0.25,0.06%
5/17/21 9:50,415.11,415.26,414.48,414.69,-0.42,-0.10%
5/17/21 9:45,415.45,415.73,415.09,415.11,-0.34,-0.08%
5/17/21 9:40,416.18,416.39,415.44,415.45,-0.73,-0.18%
