Date,Time,Open,High,Low,Close
6/4,15:20,422.46,422.51,422.41,422.48
6/4,15:15,422.37,422.48,422.34,422.46
6/4,15:10,422.4,422.5,422.34,422.3794
6/4,15:05,422.45,422.49,422.37,422.39
6/4,15:00,422.49,422.54,422.39,422.445
6/4,14:55,422.56,422.57,422.46,422.495
6/4,14:50,422.5989,422.5989,422.47,422.5599
6/4,14:45,422.63,422.65,422.535,422.595
6/4,14:40,422.61,422.635,422.54,422.63
6/4,14:35,422.53,422.64,422.48,422.605
6/4,14:30,422.415,422.6,422.4,422.525
6/4,14:25,422.315,422.419,422.315,422.419
6/4,14:20,422.34,422.4,422.31,422.315
6/4,14:15,422.29,422.37,422.21,422.3382
6/4,14:10,422.33,422.38,422.27,422.29
6/4,14:05,422.245,422.35,422.2399,422.335
6/4,14:00,422.155,422.28,422.15,422.245
6/4,13:55,422.165,422.2,422.11,422.155
6/4,13:50,422.13,422.17,422.0799,422.165
6/4,13:45,422.13,422.16,422.07,422.135
6/4,13:40,421.96,422.21,421.96,422.135
6/4,13:35,421.995,422.01,421.9,421.955
6/4,13:30,421.82,421.9981,421.82,421.99
6/4,13:25,421.835,421.89,421.815,421.82
6/4,13:20,421.965,421.98,421.77,421.8399
6/4,13:15,421.947,422.02,421.895,421.96
6/4,13:10,421.975,422.02,421.94,421.9443
6/4,13:05,421.8999,421.97,421.87,421.97
6/4,13:00,421.88,422.01,421.86,421.91
6/4,12:55,421.84,421.895,421.78,421.88
6/4,12:50,421.8,421.865,421.76,421.85
6/4,12:45,421.7619,421.82,421.7,421.805
6/4,12:40,421.83,421.87,421.75,421.765
6/4,12:35,421.8,421.875,421.79,421.835
6/4,12:30,421.62,421.8,421.62,421.79
6/4,12:25,421.685,421.74,421.61,421.61
6/4,12:20,421.6389,421.69,421.59,421.683
6/4,12:15,421.73,421.73,421.605,421.635
6/4,12:10,421.555,421.73,421.555,421.7281
6/4,12:05,421.52,421.575,421.47,421.55
6/4,12:00,421.5899,421.6393,421.5,421.5201
6/4,11:55,421.5091,421.6,421.46,421.585
6/4,11:50,421.62,421.67,421.49,421.505
6/4,11:45,421.79,421.7901,421.53,421.625
6/4,11:40,421.69,421.8,421.64,421.785
6/4,11:35,421.8,421.835,421.62,421.69
6/4,11:30,421.87,421.91,421.78,421.795
6/4,11:25,421.9421,422.02,421.68,421.87
6/4,11:20,421.89,421.99,421.88,421.94
6/4,11:15,421.84,421.95,421.835,421.885
6/4,11:10,421.855,421.97,421.83,421.84
6/4,11:05,421.81,421.96,421.77,421.8599
6/4,11:00,421.72,421.84,421.68,421.81
6/4,10:55,421.735,421.835,421.69,421.715
6/4,10:50,421.715,421.815,421.68,421.735
6/4,10:45,421.415,421.87,421.375,421.72
6/4,10:40,421.48,421.75,421.36,421.415
6/4,10:35,421.405,421.57,421.36,421.475
6/4,10:30,421.365,421.51,421.32,421.4011
6/4,10:25,421.5189,421.53,421.23,421.365
6/4,10:20,421.425,421.53,421.27,421.51
6/4,10:15,421.51,421.645,421.38,421.43
6/4,10:10,421.45,421.595,421.445,421.515
6/4,10:05,421.47,421.55,421.41,421.4401
6/4,10:00,421.25,421.62,421.25,421.48
6/4,9:55,420.969,421.29,420.96,421.25
6/4,9:50,421.23,421.27,420.95,420.97
6/4,9:45,421.37,421.5,421.15,421.22
6/4,9:40,421.25,421.5,421.24,421.37
6/4,9:35,420.88,421.29,420.87,421.24
6/4,9:30,420.75,421.2,420.68,420.88
6/3,15:55,418.795,419.03,418.73,418.83
6/3,15:50,418.91,419.12,418.745,418.79
6/3,15:45,419.065,419.07,418.77,418.905
6/3,15:40,419.41,419.45,419.035,419.07
6/3,15:35,419.22,419.42,419.18,419.405
6/3,15:30,419.18,419.275,419.05,419.22
6/3,15:25,419.06,419.18,418.88,419.17
6/3,15:20,418.871,419.11,418.7401,419.06
6/3,15:15,419.13,419.18,418.87,418.89
6/3,15:10,418.92,419.1499,418.85,419.1299
6/3,15:05,418.88,418.94,418.76,418.94
6/3,15:00,418.76,419.06,418.74,418.885
6/3,14:55,419.03,419.08,418.74,418.765
6/3,14:50,419.0401,419.05,418.92,419.04
6/3,14:45,418.985,419.08,418.885,419.045
6/3,14:40,418.98,419.08,418.83,418.985
6/3,14:35,419.1,419.2,418.88,418.975
6/3,14:30,419.04,419.29,419.02,419.095
6/3,14:25,419.1399,419.225,419.01,419.05
6/3,14:20,419.16,419.24,419.09,419.135
6/3,14:15,419.355,419.355,419.0401,419.17
6/3,14:10,419.51,419.54,419.3101,419.359
6/3,14:05,419.565,419.61,419.3932,419.5
6/3,14:00,419.53,419.565,419.3299,419.565
6/3,13:55,419.61,419.785,419.47,419.5301
6/3,13:50,419.48,419.685,419.46,419.61
6/3,13:45,419.6,419.7,419.37,419.49
6/3,13:40,419.8211,419.9,419.47,419.59
6/3,13:35,419.8,419.855,419.72,419.83
6/3,13:30,419.8,419.885,419.66,419.81
6/3,13:25,419.73,419.86,419.7,419.805
6/3,13:20,419.51,419.75,419.47,419.74
6/3,13:15,419.25,419.505,419.2,419.505
6/3,13:10,419.425,419.66,419.225,419.245
6/3,13:05,419.48,419.53,418.88,419.42
6/3,13:00,419.5704,419.58,419.36,419.475
6/3,12:55,419.31,419.58,419.23,419.56
6/3,12:50,419.51,419.55,419.23,419.32
6/3,12:45,419.685,419.75,419.5,419.5
6/3,12:40,419.53,419.74,419.53,419.68
6/3,12:35,419.215,419.545,419.21,419.53
6/3,12:30,419.327,419.43,419.13,419.2174
6/3,12:25,419.045,419.355,418.96,419.325
6/3,12:20,419.255,419.28,418.93,419.045
6/3,12:15,419.37,419.48,419.23,419.26
6/3,12:10,419.51,419.55,419.3701,419.371
6/3,12:05,419.375,419.65,419.34,419.515
6/3,12:00,419.43,419.62,419.28,419.38
6/3,11:55,419.245,419.43,419.165,419.425
6/3,11:50,419.21,419.26,419.08,419.245
6/3,11:45,419.5,419.5,419.07,419.215
6/3,11:40,419.21,419.5,419.12,419.49
6/3,11:35,419.26,419.48,419.13,419.215
6/3,11:30,419.67,419.78,419.25,419.28
6/3,11:25,419.59,419.84,419.49,419.67
6/3,11:20,419.38,419.67,419.27,419.5919
6/3,11:15,419.74,419.8,419.35,419.375
6/3,11:10,419.959,419.99,419.66,419.75
6/3,11:05,419.73,419.99,419.72,419.96
6/3,11:00,419.33,419.74,419.155,419.735
6/3,10:55,418.63,419.3511,418.625,419.325
6/3,10:50,418.395,418.79,418.38,418.64
6/3,10:45,417.355,418.48,417.26,418.383
6/3,10:40,417.38,417.42,417.27,417.35
6/3,10:35,417.75,417.94,417.36,417.37
6/3,10:30,417.63,417.98,417.49,417.74
6/3,10:25,417.95,417.99,417.61,417.64
6/3,10:20,417.9,418.14,417.74,417.95
6/3,10:15,418.04,418.12,417.6103,417.9
6/3,10:10,417.9,418.17,417.885,418.04
6/3,10:05,417.52,418.165,417.4,417.895
6/3,10:00,417.16,417.63,417.03,417.525
6/3,9:55,416.97,417.42,416.81,417.17
6/3,9:50,416.35,417.0399,416.35,416.97
6/3,9:45,416.64,417.0301,416.28,416.36
6/3,9:40,417.29,417.4,416.64,416.65
6/3,9:35,417.83,417.91,417.25,417.275
6/3,9:30,417.85,418.24,417.65,417.83
6/2,15:55,420.04,420.47,419.99,420.39
6/2,15:50,419.88,420.24,419.795,420.045
6/2,15:45,419.86,419.94,419.75,419.8701
6/2,15:40,419.7401,419.88,419.685,419.865
6/2,15:35,419.72,419.85,419.58,419.75
6/2,15:30,419.775,419.88,419.69,419.72
6/2,15:25,419.82,419.895,419.725,419.779
6/2,15:20,419.9,419.95,419.785,419.81
6/2,15:15,419.98,420.03,419.88,419.895
6/2,15:10,419.865,420.05,419.86,419.9702
6/2,15:05,419.765,419.98,419.76,419.87
6/2,15:00,419.89,419.94,419.7,419.77
6/2,14:55,419.82,419.94,419.745,419.9
6/2,14:50,419.8605,419.88,419.705,419.815
6/2,14:45,419.77,419.89,419.71,419.865
6/2,14:40,419.81,419.89,419.7141,419.76
6/2,14:35,419.8,419.86,419.65,419.81
6/2,14:30,419.79,419.88,419.67,419.8
6/2,14:25,419.87,419.95,419.77,419.79
6/2,14:20,419.7,419.88,419.69,419.86
6/2,14:15,419.42,419.81,419.38,419.695
6/2,14:10,419.565,419.67,419.29,419.43
6/2,14:05,419.95,420,419.55,419.56
6/2,14:00,419.785,420.04,419.78,419.955
6/2,13:55,419.78,419.825,419.655,419.79
6/2,13:50,419.655,419.83,419.64,419.79
6/2,13:45,419.9,419.99,419.57,419.655
6/2,13:40,419.93,419.94,419.83,419.89
6/2,13:35,419.8899,420.04,419.86,419.93
6/2,13:30,419.84,419.91,419.73,419.89
6/2,13:25,419.67,419.885,419.59,419.835
6/2,13:20,420.19,420.21,419.66,419.6734
6/2,13:15,420.32,420.359,420.12,420.19
6/2,13:10,420.445,420.51,420.2,420.329
6/2,13:05,420.5,420.5218,420.36,420.445
6/2,13:00,420.435,420.53,420.42,420.505
6/2,12:55,420.46,420.4999,420.4,420.435
6/2,12:50,420.44,420.51,420.4039,420.47
6/2,12:45,420.35,420.48,420.34,420.445
6/2,12:40,420.3,420.36,420.27,420.355
6/2,12:35,420.33,420.395,420.25,420.315
6/2,12:30,420.4,420.42,420.13,420.34
6/2,12:25,420.515,420.535,420.26,420.41
6/2,12:20,420.67,420.71,420.49,420.51
6/2,12:15,420.8,420.88,420.65,420.665
6/2,12:10,420.845,420.86,420.72,420.795
6/2,12:05,420.83,420.91,420.76,420.845
6/2,12:00,420.85,420.91,420.66,420.825
6/2,11:55,420.975,421.02,420.77,420.8435
6/2,11:50,421.04,421.11,420.9601,420.975
6/2,11:45,421.1,421.105,421,421.04
6/2,11:40,421.0011,421.13,420.92,421.095
6/2,11:35,421.125,421.19,420.95,421.01
6/2,11:30,421.075,421.15,420.99,421.12
6/2,11:25,421.005,421.1,420.94,421.075
6/2,11:20,421,421.06,420.85,421.005
6/2,11:15,421.08,421.23,420.91,421.01
6/2,11:10,420.79,421.1099,420.75,421.07
6/2,11:05,420.775,420.86,420.7,420.805
6/2,11:00,420.71,420.94,420.5,420.765
6/2,10:55,420.63,420.71,420.51,420.6952
6/2,10:50,420.745,420.79,420.52,420.62
6/2,10:45,420.83,420.98,420.69,420.75
6/2,10:40,420.68,420.9075,420.655,420.84
6/2,10:35,420.78,420.81,420.485,420.675
6/2,10:30,420.85,420.95,420.77,420.78
6/2,10:25,420.895,420.9781,420.75,420.84
6/2,10:20,420.69,420.92,420.62,420.9
6/2,10:15,420.495,420.78,420.385,420.69
6/2,10:10,420.49,420.65,420.31,420.489
6/2,10:05,420.42,420.57,420.3,420.4919
6/2,10:00,420.4,420.495,420.24,420.415
6/2,9:55,420.43,420.68,420.36,420.41
6/2,9:50,420.55,420.6,420.34,420.43
6/2,9:45,419.96,420.56,419.95,420.56
6/2,9:40,419.6,420,419.56,419.95
6/2,9:35,419.82,419.88,419.55,419.595
6/2,9:30,420.37,420.38,419.74,419.82
6/1,15:55,419.87,419.89,419.46,419.67
6/1,15:50,419.99,420,419.57,419.87
6/1,15:45,419.55,419.99,419.545,419.98
6/1,15:40,419.56,419.635,419.45,419.5519
6/1,15:35,419.62,419.665,419.4719,419.5698
6/1,15:30,419.865,419.88,419.52,419.62
6/1,15:25,420.15,420.16,419.85,419.8641
6/1,15:20,420,420.21,419.98,420.14
6/1,15:15,420.02,420.0781,419.94,420.005
6/1,15:10,420.1111,420.15,419.965,420.0119
6/1,15:05,420.2811,420.3,420,420.1195
6/1,15:00,420.33,420.36,420.21,420.29
6/1,14:55,420.21,420.34,420.21,420.33
6/1,14:50,420.2601,420.32,420.17,420.215
6/1,14:45,420.25,420.315,420.19,420.26
6/1,14:40,420.215,420.38,420.14,420.25
6/1,14:35,420.05,420.28,420.05,420.215
6/1,14:30,420.035,420.11,419.95,420.0519
6/1,14:25,419.995,420.05,419.95,420.035
6/1,14:20,419.8,420,419.76,419.995
6/1,14:15,419.68,419.81,419.66,419.81
6/1,14:10,419.65,419.73,419.62,419.6782
6/1,14:05,419.755,419.85,419.65,419.65
6/1,14:00,419.6,419.78,419.46,419.75
6/1,13:55,419.37,419.645,419.345,419.6015
6/1,13:50,419.335,419.46,419.315,419.3699
6/1,13:45,419.309,419.44,419.245,419.3319
6/1,13:40,419.45,419.45,419.2489,419.309
6/1,13:35,419.465,419.47,419.36,419.455
6/1,13:30,419.32,419.47,419.26,419.465
6/1,13:25,419.3111,419.4,419.275,419.325
6/1,13:20,419.2899,419.38,419.2,419.3101
6/1,13:15,419.395,419.46,419.27,419.29
6/1,13:10,419.52,419.56,419.38,419.3999
6/1,13:05,419.48,419.549,419.27,419.525
6/1,13:00,419.83,419.83,419.48,419.485
6/1,12:55,419.845,419.85,419.69,419.825
6/1,12:50,420.06,420.06,419.73,419.845
6/1,12:45,420.145,420.18,420.045,420.055
6/1,12:40,419.98,420.24,419.96,420.145
6/1,12:35,419.99,420.08,419.935,419.9899
6/1,12:30,420.0211,420.06,419.915,419.965
6/1,12:25,420.03,420.15,419.99,420.025
6/1,12:20,419.86,420.13,419.8,420.03
6/1,12:15,419.89,419.98,419.735,419.84
6/1,12:10,419.985,420,419.81,419.9
6/1,12:05,420.17,420.195,419.83,419.987
6/1,12:00,420.3,420.36,420.03,420.18
6/1,11:55,420.24,420.39,420.2,420.29
6/1,11:50,420.215,420.29,420.09,420.23
6/1,11:45,420.34,420.365,420.025,420.215
6/1,11:40,420.44,420.475,420.31,420.34
6/1,11:35,420.135,420.47,420.13,420.445
6/1,11:30,420.22,420.22,419.97,420.135
6/1,11:25,420.225,420.3,420.14,420.22
6/1,11:20,420.17,420.33,420.1682,420.2211
6/1,11:15,420.21,420.23,420.04,420.18
6/1,11:10,419.87,420.23,419.82,420.2199
6/1,11:05,419.78,419.89,419.56,419.87
6/1,11:00,419.81,419.945,419.68,419.7719
6/1,10:55,419.68,419.86,419.44,419.83
6/1,10:50,419.88,420.05,419.56,419.6811
6/1,10:45,420.4,420.44,419.8,419.88
6/1,10:40,420.175,420.63,420.175,420.4085
6/1,10:35,420.6,420.65,420.14,420.1719
6/1,10:30,420.445,420.7,420.29,420.595
6/1,10:25,420.34,420.45,420.15,420.4471
6/1,10:20,420.36,420.38,419.91,420.335
6/1,10:15,420.48,420.48,420.02,420.36
6/1,10:10,421.2,421.2,420.45,420.47
6/1,10:05,421.07,421.27,420.96,421.21
6/1,10:00,421.3,421.5101,421.07,421.0799
6/1,9:55,421.24,421.4,420.98,421.3
6/1,9:50,421.31,421.4,421.1,421.2481
6/1,9:45,421.59,421.66,421.285,421.3
6/1,9:40,421.72,421.83,421.55,421.59
6/1,9:35,422.42,422.465,421.635,421.715
6/1,9:30,422.57,422.72,422.34,422.42
5/28,15:55,420.32,420.335,419.79,420.19
5/28,15:50,420.715,420.87,420.15,420.3101
5/28,15:45,420.57,420.8311,420.565,420.715
5/28,15:40,420.78,420.78,420.51,420.56
5/28,15:35,420.59,420.96,420.57,420.78
5/28,15:30,420.65,420.77,420.5,420.585
5/28,15:25,420.6686,420.72,420.5,420.6501
5/28,15:20,420.64,420.68,420.57,420.66
5/28,15:15,420.555,420.73,420.49,420.65
5/28,15:10,420.735,420.74,420.43,420.5502
5/28,15:05,420.79,420.79,420.7,420.735
5/28,15:00,420.77,420.83,420.63,420.79
5/28,14:55,420.86,420.8981,420.75,420.7689
5/28,14:50,420.8801,420.91,420.75,420.86
5/28,14:45,420.85,420.905,420.82,420.885
5/28,14:40,420.75,420.875,420.72,420.845
5/28,14:35,420.78,420.815,420.72,420.755
5/28,14:30,420.8,420.8,420.68,420.785
5/28,14:25,420.66,420.8,420.64,420.8
5/28,14:20,420.62,420.67,420.55,420.665
5/28,14:15,420.51,420.66,420.47,420.6211
5/28,14:10,420.625,420.67,420.47,420.5111
5/28,14:05,420.75,420.77,420.58,420.6295
5/28,14:00,420.695,420.77,420.69,420.755
5/28,13:55,420.7559,420.8,420.66,420.69
5/28,13:50,420.64,420.7589,420.57,420.7526
5/28,13:45,420.69,420.71,420.54,420.65
5/28,13:40,420.68,420.7181,420.57,420.7
5/28,13:35,420.765,420.83,420.64,420.685
5/28,13:30,420.66,420.83,420.64,420.76
5/28,13:25,420.66,420.75,420.63,420.66
5/28,13:20,420.735,420.77,420.5301,420.67
5/28,13:15,420.69,420.75,420.61,420.735
5/28,13:10,420.8495,420.89,420.655,420.68
5/28,13:05,420.97,420.97,420.81,420.845
5/28,13:00,420.88,421.0036,420.88,420.98
5/28,12:55,420.87,420.9089,420.835,420.89
5/28,12:50,420.95,420.97,420.85,420.875
5/28,12:45,421.15,421.21,420.86,420.9581
5/28,12:40,421.205,421.215,421.12,421.1504
5/28,12:35,421.195,421.22,421.11,421.205
5/28,12:30,421.125,421.195,421.05,421.195
5/28,12:25,421.17,421.1711,421.0601,421.125
5/28,12:20,421.2111,421.25,421.09,421.17
5/28,12:15,421.1719,421.25,421.15,421.21
5/28,12:10,421.13,421.19,421.055,421.1721
5/28,12:05,421.05,421.22,421.05,421.1311
5/28,12:00,420.95,421.07,420.885,421.05
5/28,11:55,420.8911,421.015,420.88,420.95
5/28,11:50,420.85,420.9,420.81,420.9
5/28,11:45,420.975,420.975,420.77,420.8489
5/28,11:40,420.955,421.04,420.905,420.9781
5/28,11:35,420.74,420.97,420.73,420.9555
5/28,11:30,420.71,420.825,420.67,420.735
5/28,11:25,420.78,420.79,420.64,420.7
5/28,11:20,420.725,420.785,420.7,420.785
5/28,11:15,420.6,420.77,420.55,420.73
5/28,11:10,420.555,420.6499,420.54,420.6
5/28,11:05,420.49,420.5584,420.41,420.5501
5/28,11:00,420.465,420.54,420.35,420.4801
5/28,10:55,420.5111,420.53,420.4,420.4681
5/28,10:50,420.395,420.5611,420.37,420.5111
5/28,10:45,420.55,420.5711,420.37,420.38
5/28,10:40,420.38,420.64,420.37,420.5442
5/28,10:35,420.47,420.51,420.32,420.3752
5/28,10:30,420.07,420.47,420.07,420.47
5/28,10:25,420.2019,420.22,419.9655,420.07
5/28,10:20,420.33,420.3981,420.19,420.2019
5/28,10:15,420.51,420.6,420.29,420.33
5/28,10:10,420.53,420.67,420.41,420.5
5/28,10:05,420.75,420.81,420.535,420.535
5/28,10:00,420.86,421.04,420.43,420.745
5/28,9:55,420.74,420.89,420.64,420.87
5/28,9:50,420.52,420.775,420.34,420.735
5/28,9:45,420.6,420.98,420.52,420.52
5/28,9:40,420.65,420.77,420.575,420.595
5/28,9:35,420.75,420.86,420.56,420.64
5/28,9:30,420.97,421.09,420.62,420.74
5/27,15:55,419.7,420.1,419.15,419.18
5/27,15:50,419.5,419.75,419.35,419.705
5/27,15:45,419.45,419.78,419.44,419.49
5/27,15:40,419.54,419.71,419.43,419.45
5/27,15:35,419.44,419.67,419.36,419.5473
5/27,15:30,419.435,419.49,419.27,419.44
5/27,15:25,419.405,419.5,419.345,419.42
5/27,15:20,419.47,419.52,419.26,419.41
5/27,15:15,419.415,419.59,419.415,419.475
5/27,15:10,419.26,419.53,419.185,419.42
5/27,15:05,419.345,419.345,419.12,419.245
5/27,15:00,419.6,419.6017,419.25,419.345
5/27,14:55,419.55,419.72,419.51,419.6011
5/27,14:50,419.3919,419.56,419.37,419.545
5/27,14:45,419.34,419.47,419.2614,419.398
5/27,14:40,419.34,419.38,419.22,419.34
5/27,14:35,419.495,419.5,419.27,419.335
5/27,14:30,419.5704,419.5704,419.38,419.4911
5/27,14:25,419.24,419.6,419.2,419.58
5/27,14:20,419.31,419.39,419.23,419.25
5/27,14:15,419.28,419.32,419.21,419.32
5/27,14:10,419.425,419.44,419.26,419.285
5/27,14:05,419.5523,419.58,419.37,419.425
5/27,14:00,419.71,419.75,419.48,419.555
5/27,13:55,419.685,419.752,419.64,419.7089
5/27,13:50,419.72,419.775,419.69,419.69
5/27,13:45,419.63,419.76,419.555,419.729
5/27,13:40,419.7289,419.77,419.58,419.63
5/27,13:35,419.91,419.97,419.41,419.72
5/27,13:30,419.91,419.955,419.8311,419.905
5/27,13:25,420.02,420.035,419.89,419.91
5/27,13:20,420.06,420.0807,419.98,420.01
5/27,13:15,420.085,420.12,419.93,420.06
5/27,13:10,420.08,420.14,419.99,420.085
5/27,13:05,419.97,420.105,419.97,420.065
5/27,13:00,420.0489,420.1901,419.95,419.9765
5/27,12:55,420.05,420.13,419.98,420.045
5/27,12:50,420.03,420.08,419.99,420.055
5/27,12:45,420.22,420.225,419.98,420.025
5/27,12:40,420.29,420.325,420.16,420.2296
5/27,12:35,420.3319,420.36,420.2,420.285
5/27,12:30,420.295,420.38,420.22,420.335
5/27,12:25,420.39,420.43,420.255,420.29
5/27,12:20,420.345,420.42,420.33,420.39
5/27,12:15,420.345,420.43,420.33,420.35
5/27,12:10,420.28,420.37,420.27,420.345
5/27,12:05,420.31,420.36,420.205,420.28
5/27,12:00,420.28,420.38,420.23,420.305
5/27,11:55,420.05,420.38,420.05,420.28
5/27,11:50,420.02,420.1,419.99,420.04
5/27,11:45,420.039,420.12,420,420.015
5/27,11:40,419.9299,420.14,419.91,420.035
5/27,11:35,419.785,419.9392,419.74,419.9392
5/27,11:30,419.75,419.88,419.46,419.785
5/27,11:25,420.145,420.25,419.75,419.75
5/27,11:20,420.2,420.25,420.12,420.145
5/27,11:15,420.12,420.22,420,420.21
5/27,11:10,420.14,420.17,420.03,420.12
5/27,11:05,419.91,420.17,419.84,420.13
5/27,11:00,420.12,420.2611,419.89,419.915
5/27,10:55,420.24,420.32,419.95,420.103
5/27,10:50,420.69,420.6989,419.79,420.24
5/27,10:45,420.66,420.72,420.61,420.6858
5/27,10:40,420.57,420.71,420.44,420.66
5/27,10:35,420.49,420.605,420.48,420.56
5/27,10:30,420.34,420.5,420.31,420.49
5/27,10:25,420.2401,420.38,420.155,420.34
5/27,10:20,420.45,420.46,420.23,420.245
5/27,10:15,420.315,420.53,420.22,420.45
5/27,10:10,420.19,420.355,420.145,420.315
5/27,10:05,420.115,420.24,419.99,420.1857
5/27,10:00,420.1,420.21,419.79,420.1111
5/27,9:55,420.2299,420.28,420.0101,420.1
5/27,9:50,420.12,420.365,420.085,420.23
5/27,9:45,420.36,420.39,419.915,420.11
5/27,9:40,420.39,420.63,420.25,420.36
5/27,9:35,420.23,420.47,420.18,420.3801
5/27,9:30,420.17,420.43,420.07,420.23
5/26,15:55,418.72,419.07,418.61,419.04
5/26,15:50,418.86,418.9,418.56,418.73
5/26,15:45,418.89,419.01,418.75,418.87
5/26,15:40,418.815,419.12,418.78,418.8899
5/26,15:35,418.85,418.96,418.78,418.8111
5/26,15:30,418.95,418.99,418.77,418.86
5/26,15:25,418.94,418.98,418.78,418.9423
5/26,15:20,418.9881,419.18,418.82,418.935
5/26,15:15,418.88,419,418.83,418.9899
5/26,15:10,418.735,418.91,418.625,418.885
5/26,15:05,418.81,418.94,418.7,418.739
5/26,15:00,418.84,418.88,418.701,418.81
5/26,14:55,418.83,418.885,418.7,418.84
5/26,14:50,419.065,419.12,418.77,418.835
5/26,14:45,419.065,419.16,419.05,419.065
5/26,14:40,418.975,419.11,418.975,419.0615
5/26,14:35,418.98,419.09,418.91,418.975
5/26,14:30,419.09,419.11,418.9,418.98
5/26,14:25,419.12,419.14,418.97,419.09
5/26,14:20,419.08,419.18,419.06,419.1241
5/26,14:15,418.97,419.0811,418.89,419.0719
5/26,14:10,418.9,418.99,418.89,418.98
5/26,14:05,418.6719,418.895,418.64,418.89
5/26,14:00,418.7,418.82,418.6514,418.6799
5/26,13:55,418.5399,418.79,418.53,418.69
5/26,13:50,418.699,418.73,418.44,418.535
5/26,13:45,418.7434,418.86,418.54,418.6936
5/26,13:40,419.08,419.11,418.67,418.745
5/26,13:35,419.21,419.27,418.97,419.0811
5/26,13:30,419.2519,419.285,419.135,419.22
5/26,13:25,419.3161,419.39,419.24,419.2599
5/26,13:20,419.165,419.4,419.16,419.3182
5/26,13:15,419.17,419.24,419.05,419.17
5/26,13:10,419.185,419.23,419.04,419.165
5/26,13:05,419.475,419.61,419.055,419.185
5/26,13:00,419.38,419.5,419.38,419.47
5/26,12:55,419.41,419.47,419.37,419.3819
5/26,12:50,419.48,419.49,419.41,419.41
5/26,12:45,419.38,419.49,419.33,419.4855
5/26,12:40,419.34,419.3921,419.22,419.38
5/26,12:35,419.371,419.4358,419.3,419.3361
5/26,12:30,419.2943,419.43,419.27,419.38
5/26,12:25,419.24,419.32,419.2,419.2901
5/26,12:20,419.295,419.39,419.21,419.235
5/26,12:15,419.35,419.37,419.28,419.29
5/26,12:10,419.37,419.45,419.31,419.355
5/26,12:05,419.3113,419.42,419.24,419.38
5/26,12:00,419.26,419.43,419.1701,419.315
5/26,11:55,419.16,419.34,419.15,419.26
5/26,11:50,419.08,419.27,419.08,419.1736
5/26,11:45,418.91,419.1,418.91,419.078
5/26,11:40,418.86,418.9117,418.73,418.9014
5/26,11:35,418.83,418.93,418.77,418.865
5/26,11:30,418.95,418.96,418.69,418.82
5/26,11:25,418.835,418.98,418.785,418.96
5/26,11:20,419.03,419.0401,418.81,418.83
5/26,11:15,419.085,419.155,418.96,419.03
5/26,11:10,419.336,419.336,418.97,419.085
5/26,11:05,419.12,419.35,419.107,419.34
5/26,11:00,418.91,419.15,418.91,419.1119
5/26,10:55,418.765,418.96,418.7101,418.9099
5/26,10:50,418.795,418.87,418.56,418.765
5/26,10:45,418.75,418.92,418.75,418.7911
5/26,10:40,418.76,418.955,418.7,418.76
5/26,10:35,418.76,418.8299,418.62,418.76
5/26,10:30,418.76,418.89,418.67,418.7632
5/26,10:25,418.91,418.94,418.64,418.7311
5/26,10:20,418.615,418.95,418.55,418.915
5/26,10:15,418.28,418.62,418.21,418.6182
5/26,10:10,418.21,418.2899,417.9972,418.2899
5/26,10:05,418,418.22,417.89,418.215
5/26,10:00,417.91,418.1,417.76,418.005
5/26,9:55,418.22,418.32,417.8719,417.9
5/26,9:50,417.94,418.35,417.81,418.23
5/26,9:45,418.46,418.52,417.93,417.96
5/26,9:40,418.74,419.02,418.42,418.45
5/26,9:35,419.01,419.07,418.54,418.75
5/26,9:30,418.87,419.19,418.84,419.01
5/25,15:55,417.83,418.33,417.81,418.33
5/25,15:50,418,418.205,417.62,417.82
5/25,15:45,418.255,418.4,417.97,418
5/25,15:40,418.385,418.4799,418.15,418.2581
5/25,15:35,418.11,418.49,417.97,418.385
5/25,15:30,418.45,418.45,417.96,418.105
5/25,15:25,418.48,418.73,418.42,418.45
5/25,15:20,418.13,418.56,418.05,418.48
5/25,15:15,417.84,418.15,417.7969,418.12
5/25,15:10,417.845,418.05,417.82,417.845
5/25,15:05,417.85,418.09,417.84,417.85
5/25,15:00,418.35,418.355,417.85,417.855
5/25,14:55,418.35,418.535,418.29,418.359
5/25,14:50,418.52,418.62,418.22,418.35
5/25,14:45,418.62,418.65,418.44,418.525
5/25,14:40,418.565,418.76,418.565,418.61
5/25,14:35,418.415,418.59,418.33,418.57
5/25,14:30,418.33,418.58,418.2,418.41
5/25,14:25,418.27,418.43,418.22,418.33
5/25,14:20,418.33,418.5,418.24,418.27
5/25,14:15,418.52,418.62,418.33,418.33
5/25,14:10,418.49,418.59,418.35,418.525
5/25,14:05,418.4,418.58,418.39,418.495
5/25,14:00,418.76,418.83,418.28,418.4099
5/25,13:55,418.75,418.86,418.68,418.76
5/25,13:50,418.79,418.9,418.65,418.74
5/25,13:45,418.83,418.92,418.78,418.795
5/25,13:40,419.09,419.095,418.68,418.845
5/25,13:35,419.0889,419.2,418.895,419.09
5/25,13:30,419.1,419.16,418.95,419.085
5/25,13:25,419.195,419.195,418.9401,419.095
5/25,13:20,418.96,419.22,418.96,419.195
5/25,13:15,418.86,419.09,418.81,418.95
5/25,13:10,418.61,418.87,418.5516,418.86
5/25,13:05,418.57,418.69,418.38,418.6101
