Time,Open,High,Low,Last
3/11/21 13:45,394.72,394.85,394.65,394.77
3/11/21 13:50,394.78,394.96,394.66,394.84
3/11/21 13:55,394.84,394.86,394.37,394.57
3/11/21 14:00,394.56,395.09,394.56,394.95
3/11/21 14:05,394.97,395.04,394.69,394.85
3/11/21 14:10,394.86,395.03,394.72,394.87
3/11/21 14:15,394.86,395.00,394.74,394.99
3/11/21 14:20,394.98,395.12,394.93,395.10
3/11/21 14:25,395.10,395.14,394.95,394.95
3/11/21 14:30,394.96,395.04,394.80,394.90
3/11/21 14:35,394.90,394.91,394.53,394.69
3/11/21 14:40,394.68,394.79,394.56,394.60
3/11/21 14:45,394.60,394.72,394.26,394.26
3/11/21 14:50,394.26,394.49,394.23,394.36
3/11/21 14:55,394.36,394.37,394.06,394.07
3/11/21 15:00,394.07,394.24,394.00,394.23
3/11/21 15:05,394.24,394.24,393.91,394.17
3/11/21 15:10,394.17,394.17,393.80,393.86
3/11/21 15:15,393.86,394.08,393.79,394.00
3/11/21 15:20,394.01,394.16,393.91,394.13
3/11/21 15:25,394.14,394.25,393.88,394.14
3/11/21 15:30,394.13,394.15,393.62,393.70
3/11/21 15:35,393.70,393.94,393.60,393.89
3/11/21 15:40,393.88,394.00,393.66,393.73
3/11/21 15:45,393.72,393.93,393.68,393.70
3/11/21 15:50,393.72,393.92,393.39,393.73
3/11/21 15:55,393.73,393.73,393.28,393.46
3/12/21 9:30,392.07,392.33,391.57,391.95
3/12/21 9:35,391.97,392.06,391.28,391.71
3/12/21 9:40,391.72,392.45,391.59,392.43
3/12/21 9:45,392.43,392.59,392.07,392.32
3/12/21 9:50,392.30,392.75,392.28,392.67
3/12/21 9:55,392.66,392.91,392.57,392.86
3/12/21 10:00,392.85,392.96,392.31,392.82
3/12/21 10:05,392.82,393.09,392.57,392.74
3/12/21 10:10,392.75,392.78,392.11,392.42
3/12/21 10:15,392.41,392.60,391.99,392.32
3/12/21 10:20,392.29,392.45,391.80,391.86
3/12/21 10:25,391.84,391.91,391.28,391.71
3/12/21 10:30,391.70,392.07,391.45,391.88
3/12/21 10:35,391.89,392.16,391.54,392.14
3/12/21 10:40,392.13,392.39,392.07,392.31
3/12/21 10:45,392.30,392.59,392.15,392.53
3/12/21 10:50,392.54,392.57,391.48,391.75
3/12/21 10:55,391.75,391.97,391.62,391.87
3/12/21 11:00,391.84,392.14,391.20,391.29
3/12/21 11:05,391.29,391.98,391.24,391.79
3/12/21 11:10,391.81,392.19,391.72,391.85
3/12/21 11:15,391.81,392.17,391.72,391.76
3/12/21 11:20,391.75,392.16,391.74,392.08
3/12/21 11:25,392.09,392.23,391.97,392.21
3/12/21 11:30,392.21,392.38,392.12,392.14
3/12/21 11:35,392.13,392.43,391.86,392.21
3/12/21 11:40,392.23,392.43,392.08,392.42
3/12/21 11:45,392.43,392.48,392.32,392.47
3/12/21 11:50,392.46,392.72,392.37,392.43
3/12/21 11:55,392.45,392.48,392.26,392.45
3/12/21 12:00,392.45,392.60,392.07,392.34
3/12/21 12:05,392.34,392.56,392.23,392.48
3/12/21 12:10,392.48,392.76,392.39,392.74
3/12/21 12:15,392.76,392.92,392.75,392.89
3/12/21 12:20,392.89,392.96,392.68,392.82
3/12/21 12:25,392.82,393.00,392.66,393.00
3/12/21 12:30,393.00,393.27,392.96,393.19
3/12/21 12:35,393.19,393.20,392.99,393.13
3/12/21 12:40,393.14,393.20,392.65,392.80
3/12/21 12:45,392.77,393.00,392.76,392.80
3/12/21 12:50,392.80,392.80,392.39,392.58
3/12/21 12:55,392.58,392.62,392.46,392.55
3/12/21 13:00,392.54,392.61,392.26,392.42
3/12/21 13:05,392.43,393.62,392.41,392.68
3/12/21 13:10,392.67,392.86,392.47,392.78
3/12/21 13:15,392.79,392.86,392.65,392.84
3/12/21 13:20,392.84,392.98,392.73,392.77
3/12/21 13:25,392.77,393.10,392.74,393.05
3/12/21 13:30,393.05,393.62,393.03,393.11
3/12/21 13:35,393.11,393.13,392.86,393.10
3/12/21 13:40,393.09,393.13,392.93,393.04
3/12/21 13:45,393.03,393.06,392.61,392.67
3/12/21 13:50,392.67,393.02,392.67,392.92
3/12/21 13:55,392.92,393.00,392.71,392.75
3/12/21 14:00,392.75,393.04,392.63,392.69
3/12/21 14:05,392.70,393.11,392.68,393.00
3/12/21 14:10,392.99,393.15,392.86,393.08
3/12/21 14:15,393.07,393.09,392.88,393.05
3/12/21 14:20,393.04,393.09,392.84,392.98
3/12/21 14:25,392.98,393.06,392.82,393.00
3/12/21 14:30,393.02,393.07,392.93,393.01
3/12/21 14:35,393.01,393.07,392.81,392.93
3/12/21 14:40,392.93,393.42,392.92,393.41
3/12/21 14:45,393.40,393.50,393.32,393.44
3/12/21 14:50,393.43,393.49,393.30,393.32
3/12/21 14:55,393.32,393.44,393.24,393.37
3/12/21 15:00,393.39,393.42,393.06,393.10
3/12/21 15:05,393.11,393.21,393.03,393.09
3/12/21 15:10,393.09,393.14,392.81,393.01
3/12/21 15:15,393.01,393.37,393.01,393.32
3/12/21 15:20,393.32,393.56,393.28,393.51
3/12/21 15:25,393.51,393.57,393.34,393.43
3/12/21 15:30,393.43,393.59,393.42,393.58
3/12/21 15:35,393.59,394.10,393.57,393.99
3/12/21 15:40,393.99,394.08,393.83,393.90
3/12/21 15:45,393.90,394.01,393.83,393.93
3/12/21 15:50,393.92,394.00,393.60,393.66
3/12/21 15:55,393.66,394.21,393.65,394.00
3/15/21 9:30,394.33,394.49,393.93,394.32
3/15/21 9:35,394.33,394.68,394.08,394.42
3/15/21 9:40,394.40,394.45,393.84,394.09
3/15/21 9:45,394.09,394.28,393.79,393.83
3/15/21 9:50,393.81,394.28,393.78,393.97
3/15/21 9:55,393.96,394.35,393.67,393.99
3/15/21 10:00,393.98,394.09,393.72,393.77
3/15/21 10:05,393.78,393.86,393.35,393.40
3/15/21 10:10,393.40,394.13,393.40,394.04
3/15/21 10:15,394.03,394.04,393.63,393.83
3/15/21 10:20,393.84,393.92,393.46,393.60
3/15/21 10:25,393.63,393.78,393.47,393.60
3/15/21 10:30,393.59,393.78,393.36,393.59
3/15/21 10:35,393.59,393.77,393.33,393.44
3/15/21 10:40,393.44,393.64,393.36,393.59
3/15/21 10:45,393.58,393.78,393.55,393.68
3/15/21 10:50,393.69,393.88,393.55,393.74
3/15/21 10:55,393.75,393.99,393.61,393.95
3/15/21 11:00,393.95,394.10,393.75,394.10
3/15/21 11:05,394.10,394.17,393.98,394.02
3/15/21 11:10,394.03,394.05,393.77,393.83
3/15/21 11:15,393.83,393.99,393.67,393.73
3/15/21 11:20,393.72,393.72,393.42,393.58
3/15/21 11:25,393.58,393.58,392.87,392.99
3/15/21 11:30,392.99,393.01,392.36,392.40
3/15/21 11:35,392.39,392.47,392.03,392.33
3/15/21 11:40,392.34,392.85,392.33,392.80
3/15/21 11:45,392.80,392.90,392.66,392.79
3/15/21 11:50,392.77,393.15,392.63,393.12
3/15/21 11:55,393.12,393.21,393.02,393.08
3/15/21 12:00,393.07,393.24,392.97,393.18
3/15/21 12:05,393.18,393.44,393.18,393.41
3/15/21 12:10,393.41,393.56,393.39,393.48
3/15/21 12:15,393.48,393.56,393.34,393.46
3/15/21 12:20,393.46,393.64,393.44,393.56
3/15/21 12:25,393.56,393.66,393.51,393.61
3/15/21 12:30,393.61,393.98,393.52,393.91
3/15/21 12:35,393.90,393.93,393.70,393.74
3/15/21 12:40,393.74,393.82,393.71,393.81
3/15/21 12:45,393.81,394.02,393.75,393.98
3/15/21 12:50,393.99,394.03,393.83,393.93
3/15/21 12:55,393.94,394.18,393.93,394.16
3/15/21 13:00,394.16,394.23,394.13,394.16
3/15/21 13:05,394.16,394.18,394.02,394.09
3/15/21 13:10,394.09,394.14,393.88,394.11
3/15/21 13:15,394.10,394.14,394.01,394.14
3/15/21 13:20,394.14,394.16,394.04,394.14
3/15/21 13:25,394.14,394.24,394.09,394.17
3/15/21 13:30,394.16,394.19,394.10,394.16
3/15/21 13:35,394.18,394.31,394.16,394.26
3/15/21 13:40,394.27,394.41,394.26,394.39
3/15/21 13:45,394.39,394.49,394.39,394.49
3/15/21 13:50,394.49,394.63,394.47,394.59
3/15/21 13:55,394.60,394.66,394.57,394.65
3/15/21 14:00,394.66,394.89,394.65,394.87
3/15/21 14:05,394.87,394.96,394.74,394.96
3/15/21 14:10,394.95,394.97,394.82,394.97
3/15/21 14:15,394.98,395.04,394.93,395.03
3/15/21 14:20,395.03,395.23,395.00,395.22
3/15/21 14:25,395.22,395.30,392.28,395.30
3/15/21 14:30,395.30,395.51,395.23,395.33
3/15/21 14:35,395.33,395.36,392.27,395.23
3/15/21 14:40,395.24,395.29,392.29,395.20
3/15/21 14:45,395.19,395.22,395.07,395.11
3/15/21 14:50,395.11,395.14,395.02,395.10
3/15/21 14:55,395.11,395.27,395.08,395.23
3/15/21 15:00,395.23,395.37,395.05,395.08
3/15/21 15:05,395.09,395.09,394.86,395.04
3/15/21 15:10,395.05,395.11,394.76,394.82
3/15/21 15:15,394.82,395.05,394.78,394.80
3/15/21 15:20,394.79,394.86,394.59,394.76
3/15/21 15:25,394.76,394.86,394.63,394.73
3/15/21 15:30,394.73,394.78,394.50,394.58
3/15/21 15:35,394.58,394.88,394.54,394.82
3/15/21 15:40,394.83,395.02,394.78,395.00
3/15/21 15:45,395.00,395.52,394.99,395.41
3/15/21 15:50,395.42,396.01,395.24,395.98
3/15/21 15:55,395.99,396.69,395.99,396.48
3/16/21 9:30,397.07,397.18,396.72,397.02
3/16/21 9:35,397.02,397.12,396.78,397.01
3/16/21 9:40,397.01,397.28,396.90,397.23
3/16/21 9:45,397.24,397.55,397.24,397.40
3/16/21 9:50,397.40,397.50,397.01,397.20
3/16/21 9:55,397.21,397.62,397.20,397.46
3/16/21 10:00,397.45,397.56,397.18,397.19
3/16/21 10:05,397.18,397.34,397.02,397.29
3/16/21 10:10,397.28,397.48,397.12,397.48
3/16/21 10:15,397.48,397.60,397.37,397.50
3/16/21 10:20,397.50,397.63,397.46,397.46
3/16/21 10:25,397.48,397.58,397.32,397.58
3/16/21 10:30,397.58,397.79,397.58,397.70
3/16/21 10:35,397.70,397.83,397.63,397.65
3/16/21 10:40,397.66,397.76,397.43,397.52
3/16/21 10:45,397.52,397.63,397.27,397.48
3/16/21 10:50,397.49,397.82,397.48,397.65
3/16/21 10:55,397.66,397.69,397.29,397.30
3/16/21 11:00,397.32,397.38,397.02,397.25
3/16/21 11:05,397.25,397.33,397.07,397.08
3/16/21 11:10,397.09,397.32,396.99,397.22
3/16/21 11:15,397.21,397.49,397.20,397.34
3/16/21 11:20,397.34,397.41,397.22,397.35
3/16/21 11:25,397.35,397.45,397.17,397.29
3/16/21 11:30,397.29,397.45,397.20,397.24
3/16/21 11:35,397.23,397.35,397.01,397.09
3/16/21 11:40,397.09,397.17,396.92,396.98
3/16/21 11:45,396.98,397.11,396.74,396.96
3/16/21 11:50,396.97,397.09,396.85,397.03
3/16/21 11:55,397.03,397.08,396.90,397.05
3/16/21 12:00,397.04,397.19,396.89,396.98
3/16/21 12:05,396.99,397.14,396.90,397.09
3/16/21 12:10,397.11,397.12,396.66,396.69
3/16/21 12:15,396.70,396.78,396.51,396.59
3/16/21 12:20,396.59,396.70,396.23,396.27
3/16/21 12:25,396.27,396.40,396.03,396.32
3/16/21 12:30,396.32,396.74,396.22,396.58
3/16/21 12:35,396.58,396.84,396.47,396.82
3/16/21 12:40,396.82,396.97,396.72,396.88
3/16/21 12:45,396.88,396.96,396.72,396.76
3/16/21 12:50,396.76,396.86,396.59,396.77
3/16/21 12:55,396.79,396.94,396.69,396.86
3/16/21 13:00,396.86,397.38,396.76,397.06
3/16/21 13:05,397.08,397.35,396.95,397.27
3/16/21 13:10,397.28,397.34,397.11,397.14
3/16/21 13:15,397.15,397.22,397.04,397.15
3/16/21 13:20,397.15,397.19,396.86,396.96
3/16/21 13:25,396.95,397.26,396.93,396.98
3/16/21 13:30,396.98,397.01,396.55,396.64
3/16/21 13:35,396.64,396.65,396.26,396.30
3/16/21 13:40,396.31,396.40,396.17,396.17
3/16/21 13:45,396.17,396.55,396.13,396.47
3/16/21 13:50,396.46,396.55,396.24,396.26
3/16/21 13:55,396.26,396.47,396.09,396.28
3/16/21 14:00,396.27,396.58,396.09,396.54
3/16/21 14:05,396.54,396.65,395.95,396.25
3/16/21 14:10,396.25,396.47,396.16,396.28
3/16/21 14:15,396.27,396.55,396.18,396.19
3/16/21 14:20,396.18,396.24,395.73,395.82
3/16/21 14:25,395.83,395.83,395.30,395.40
3/16/21 14:30,395.39,395.83,395.25,395.56
3/16/21 14:35,395.54,395.67,395.30,395.41
3/16/21 14:40,395.42,395.65,395.08,395.10
3/16/21 14:45,395.09,395.52,395.09,395.48
3/16/21 14:50,395.48,395.92,395.46,395.89
3/16/21 14:55,395.89,396.15,395.81,395.95
3/16/21 15:00,395.96,396.04,395.45,395.94
3/16/21 15:05,395.93,396.26,395.86,396.07
3/16/21 15:10,396.06,396.38,396.05,396.27
3/16/21 15:15,396.28,396.44,396.21,396.36
3/16/21 15:20,396.36,396.54,396.31,396.49
3/16/21 15:25,396.48,396.54,396.12,396.23
3/16/21 15:30,396.23,396.81,396.05,396.80
3/16/21 15:35,396.80,397.02,396.52,396.69
3/16/21 15:40,396.69,396.91,396.29,396.34
3/16/21 15:45,396.34,396.64,396.09,396.11
3/16/21 15:50,396.11,396.58,396.11,396.41
3/16/21 15:55,396.41,396.42,395.86,395.86
3/17/21 9:30,394.53,394.60,394.00,394.01
3/17/21 9:35,394.03,394.12,393.80,394.09
3/17/21 9:40,394.09,394.60,393.90,394.60
3/17/21 9:45,394.61,394.89,394.45,394.76
3/17/21 9:50,394.74,394.74,394.36,394.61
3/17/21 9:55,394.60,394.71,394.29,394.57
3/17/21 10:00,394.58,394.66,394.17,394.30
3/17/21 10:05,394.29,394.41,393.85,394.37
3/17/21 10:10,394.37,394.67,394.28,394.49
3/17/21 10:15,394.49,394.78,394.34,394.67
3/17/21 10:20,394.66,394.74,394.31,394.60
3/17/21 10:25,394.59,394.98,394.59,394.75
3/17/21 10:30,394.74,394.74,394.11,394.46
3/17/21 10:35,394.46,394.61,394.20,394.25
3/17/21 10:40,394.25,394.27,393.57,393.59
3/17/21 10:45,393.60,393.77,393.42,393.54
3/17/21 10:50,393.53,393.91,393.42,393.88
3/17/21 10:55,393.87,393.96,393.58,393.65
3/17/21 11:00,393.64,393.78,393.30,393.64
3/17/21 11:05,393.63,393.84,393.62,393.73
3/17/21 11:10,393.73,394.08,393.68,393.84
3/17/21 11:15,393.83,394.03,393.73,394.02
3/17/21 11:20,394.02,394.17,393.91,394.00
3/17/21 11:25,394.01,394.31,393.94,394.21
3/17/21 11:30,394.20,394.21,393.98,394.06
3/17/21 11:35,394.05,394.25,393.90,393.96
3/17/21 11:40,393.95,394.06,393.84,393.95
3/17/21 11:45,393.95,394.34,393.95,394.24
3/17/21 11:50,394.23,394.41,394.21,394.30
3/17/21 11:55,394.31,394.32,394.09,394.16
3/17/21 12:00,394.15,394.21,393.93,393.99
3/17/21 12:05,394.00,394.55,393.97,394.49
3/17/21 12:10,394.49,394.56,394.32,394.39
3/17/21 12:15,394.40,394.67,394.40,394.61
3/17/21 12:20,394.60,394.62,394.39,394.39
3/17/21 12:25,394.39,394.69,394.37,394.54
3/17/21 12:30,394.55,394.56,394.06,394.09
3/17/21 12:35,394.09,394.21,393.93,394.11
3/17/21 12:40,394.11,394.27,393.87,393.97
3/17/21 12:45,393.95,394.17,393.88,394.10
3/17/21 12:50,394.11,394.33,394.09,394.28
3/17/21 12:55,394.27,394.27,393.80,393.92
3/17/21 13:00,393.92,394.05,393.77,393.97
3/17/21 13:05,393.98,394.23,393.86,394.01
3/17/21 13:10,394.02,394.16,393.88,394.07
3/17/21 13:15,394.07,394.37,393.80,394.32
3/17/21 13:20,394.32,394.35,393.99,394.21
3/17/21 13:25,394.22,394.35,394.12,394.24
3/17/21 13:30,394.24,394.29,394.02,394.12
3/17/21 13:35,394.14,394.34,394.14,394.17
3/17/21 13:40,394.16,394.29,394.01,394.14
3/17/21 13:45,394.15,394.22,394.03,394.17
3/17/21 13:50,394.16,394.16,393.74,393.75
3/17/21 13:55,393.76,393.99,393.70,393.98
3/17/21 14:00,394.00,396.61,393.98,395.31
3/17/21 14:05,395.32,395.99,395.21,395.71
3/17/21 14:10,395.70,396.86,395.67,396.68
3/17/21 14:15,396.68,396.83,395.93,396.07
3/17/21 14:20,396.08,396.20,395.85,395.88
3/17/21 14:25,395.87,396.25,395.29,395.29
3/17/21 14:30,395.28,395.68,395.06,395.43
3/17/21 14:35,395.42,396.63,395.42,396.59
3/17/21 14:40,396.59,397.72,396.53,397.64
3/17/21 14:45,397.64,397.79,397.18,397.28
3/17/21 14:50,397.27,397.55,397.06,397.48
3/17/21 14:55,397.48,397.76,397.31,397.66
3/17/21 15:00,397.66,398.06,397.43,398.01
3/17/21 15:05,397.99,398.12,397.86,397.92
3/17/21 15:10,397.91,397.96,397.25,397.36
3/17/21 15:15,397.36,397.74,397.22,397.26
3/17/21 15:20,397.26,397.28,396.81,396.94
3/17/21 15:25,396.94,397.28,396.92,397.12
3/17/21 15:30,397.12,397.73,397.03,397.66
3/17/21 15:35,397.67,397.75,397.22,397.22
3/17/21 15:40,397.22,397.53,396.56,396.64
3/17/21 15:45,396.64,397.04,396.61,396.98
3/17/21 15:50,396.99,397.02,396.41,396.72
3/17/21 15:55,396.73,397.28,396.53,397.21
3/18/21 9:30,394.48,395.29,394.47,395.12
3/18/21 9:35,395.10,395.34,394.91,395.31
3/18/21 9:40,395.31,395.41,394.96,395.10
3/18/21 9:45,395.10,395.10,394.32,394.32
3/18/21 9:50,394.33,395.00,394.02,394.67
3/18/21 9:55,394.69,395.28,394.60,395.22
3/18/21 10:00,395.21,395.22,394.65,394.68
3/18/21 10:05,394.72,394.87,394.26,394.67
3/18/21 10:10,394.67,394.71,394.18,394.66
3/18/21 10:15,394.64,394.79,394.22,394.79
3/18/21 10:20,394.78,394.98,394.55,394.76
3/18/21 10:25,394.76,395.33,394.67,395.05
3/18/21 10:30,395.05,395.07,394.52,394.85
3/18/21 10:35,394.84,395.58,394.67,395.38
3/18/21 10:40,395.37,395.54,395.01,395.09
3/18/21 10:45,395.08,395.17,394.90,394.93
3/18/21 10:50,394.93,395.19,394.62,395.19
3/18/21 10:55,395.18,395.34,394.97,395.20
3/18/21 11:00,395.20,395.50,395.10,395.47
3/18/21 11:05,395.47,395.83,395.37,395.80
3/18/21 11:10,395.80,395.83,395.41,395.46
3/18/21 11:15,395.46,395.66,395.42,395.56
3/18/21 11:20,395.55,395.79,395.45,395.46
3/18/21 11:25,395.45,395.83,395.30,395.83
3/18/21 11:30,395.83,395.88,395.47,395.54
3/18/21 11:35,395.54,395.76,395.36,395.66
3/18/21 11:40,395.65,395.76,395.50,395.75
3/18/21 11:45,395.74,395.84,395.63,395.81
3/18/21 11:50,395.81,395.97,395.70,395.81
3/18/21 11:55,395.80,395.96,395.55,395.94
3/18/21 12:00,395.94,396.24,395.86,396.22
3/18/21 12:05,396.22,396.56,396.13,396.47
3/18/21 12:10,396.47,396.70,396.43,396.68
3/18/21 12:15,396.69,396.72,396.28,396.34
3/18/21 12:20,396.34,396.49,396.21,396.30
3/18/21 12:25,396.30,396.48,396.29,396.30
3/18/21 12:30,396.30,396.36,395.98,396.02
3/18/21 12:35,396.03,396.03,395.55,395.71
3/18/21 12:40,395.71,395.80,395.51,395.58
3/18/21 12:45,395.59,395.63,395.36,395.39
3/18/21 12:50,395.38,395.42,395.02,395.13
3/18/21 12:55,395.12,395.23,394.42,394.67
3/18/21 13:00,394.66,395.11,394.62,395.09
3/18/21 13:05,395.08,395.19,394.83,394.91
3/18/21 13:10,394.92,395.05,394.69,395.02
3/18/21 13:15,395.02,395.40,394.88,395.39
3/18/21 13:20,395.40,395.60,395.35,395.48
3/18/21 13:25,395.47,395.73,395.46,395.59
3/18/21 13:30,395.61,395.61,395.33,395.55
3/18/21 13:35,395.54,395.80,395.52,395.73
3/18/21 13:40,395.72,396.00,395.69,395.93
3/18/21 13:45,395.93,395.97,395.69,395.80
3/18/21 13:50,395.80,396.12,395.80,396.09
3/18/21 13:55,396.11,396.13,395.97,396.03
3/18/21 14:00,396.03,396.09,395.52,395.60
3/18/21 14:05,395.61,395.85,395.53,395.53
3/18/21 14:10,395.52,395.56,394.98,395.11
3/18/21 14:15,395.09,395.11,394.30,394.43
3/18/21 14:20,394.43,394.68,394.28,394.36
3/18/21 14:25,394.37,394.41,393.86,393.92
3/18/21 14:30,393.92,394.24,393.32,393.47
3/18/21 14:35,393.47,393.51,392.85,393.28
3/18/21 14:40,393.28,393.28,392.21,392.65
3/18/21 14:45,392.65,393.51,392.63,393.49
3/18/21 14:50,393.49,393.65,393.06,393.25
3/18/21 14:55,393.25,393.61,393.21,393.34
3/18/21 15:00,393.35,393.59,392.88,392.96
3/18/21 15:05,392.96,393.03,392.33,392.84
3/18/21 15:10,392.85,393.27,392.70,392.99
3/18/21 15:15,393.00,393.00,392.41,392.69
3/18/21 15:20,392.68,392.79,392.06,392.09
3/18/21 15:25,392.09,392.84,391.97,392.81
3/18/21 15:30,392.82,392.99,391.99,392.00
3/18/21 15:35,392.00,392.32,391.77,391.79
3/18/21 15:40,391.79,391.95,391.41,391.46
3/18/21 15:45,391.47,391.70,390.93,391.09
3/18/21 15:50,391.08,391.59,390.75,391.19
3/18/21 15:55,391.18,391.74,391.15,391.53
3/19/21 9:30,389.88,390.20,389.36,389.42
3/19/21 9:35,389.42,389.93,388.97,389.00
3/19/21 9:40,389.00,389.02,387.69,388.35
3/19/21 9:45,388.35,388.43,387.40,387.56
3/19/21 9:50,387.54,388.94,387.49,388.66
3/19/21 9:55,388.64,389.01,388.09,388.53
3/19/21 10:00,388.51,388.64,387.53,387.74
3/19/21 10:05,387.75,387.78,387.15,387.78
3/19/21 10:10,387.78,388.30,387.42,388.20
3/19/21 10:15,388.19,388.63,387.89,388.63
3/19/21 10:20,388.63,389.14,388.47,388.99
3/19/21 10:25,389.00,389.12,388.74,388.80
3/19/21 10:30,388.79,388.95,387.78,387.91
3/19/21 10:35,387.92,388.84,387.92,388.82
3/19/21 10:40,388.83,389.36,388.69,389.20
3/19/21 10:45,389.19,389.36,389.11,389.21
3/19/21 10:50,389.21,389.96,389.20,389.68
3/19/21 10:55,389.69,389.84,389.41,389.84
3/19/21 11:00,389.86,390.02,389.68,389.83
3/19/21 11:05,389.83,389.99,389.54,389.59
3/19/21 11:10,389.58,389.72,389.13,389.40
3/19/21 11:15,389.40,389.65,389.22,389.24
3/19/21 11:20,389.24,389.43,388.85,388.90
3/19/21 11:25,388.90,389.00,388.33,389.00
3/19/21 11:30,388.99,389.46,388.76,389.46
3/19/21 11:35,389.46,389.85,389.42,389.82
3/19/21 11:40,389.83,390.06,389.79,390.04
3/19/21 11:45,390.04,390.43,389.96,390.29
3/19/21 11:50,390.28,390.80,390.05,390.79
3/19/21 11:55,390.78,390.88,390.52,390.52
3/19/21 12:00,390.51,390.90,390.51,390.76
3/19/21 12:05,390.76,390.76,390.50,390.65
3/19/21 12:10,390.64,390.64,390.27,390.44
3/19/21 12:15,390.44,390.86,390.39,390.71
3/19/21 12:20,390.70,390.98,390.58,390.70
3/19/21 12:25,390.70,390.83,390.50,390.63
3/19/21 12:30,390.62,390.92,390.59,390.70
3/19/21 12:35,390.70,390.80,390.39,390.43
3/19/21 12:40,390.45,390.95,390.43,390.83
3/19/21 12:45,390.82,391.19,390.82,391.15
3/19/21 12:50,391.15,391.19,390.94,391.04
3/19/21 12:55,391.04,391.08,390.84,391.02
3/19/21 13:00,391.02,391.06,390.51,390.60
3/19/21 13:05,390.59,390.67,390.24,390.52
3/19/21 13:10,390.52,390.74,390.39,390.74
3/19/21 13:15,390.74,390.93,390.45,390.74
3/19/21 13:20,390.74,390.92,390.69,390.89
3/19/21 13:25,390.90,391.00,390.75,390.95
3/19/21 13:30,390.96,391.10,390.80,390.96
3/19/21 13:35,390.96,391.11,390.74,390.99
3/19/21 13:40,391.01,391.12,390.84,390.97
3/19/21 13:45,390.97,391.32,390.97,391.29
3/19/21 13:50,391.30,391.36,391.22,391.28
3/19/21 13:55,391.28,391.29,390.84,391.09
3/19/21 14:00,391.10,391.38,390.97,391.07
3/19/21 14:05,391.07,391.28,390.66,390.68
3/19/21 14:10,390.66,390.91,390.53,390.83
3/19/21 14:15,390.84,390.86,390.34,390.46
3/19/21 14:20,390.47,390.53,390.18,390.42
3/19/21 14:25,390.43,390.84,390.38,390.82
3/19/21 14:30,390.83,391.03,390.73,390.97
3/19/21 14:35,390.97,391.09,390.88,390.94
3/19/21 14:40,390.95,391.10,390.87,391.00
3/19/21 14:45,391.00,391.13,390.88,391.06
3/19/21 14:50,391.06,391.07,390.66,390.71
3/19/21 14:55,390.72,391.50,390.71,391.46
3/19/21 15:00,391.45,391.57,390.85,390.89
3/19/21 15:05,390.88,391.09,390.79,390.86
3/19/21 15:10,390.86,391.08,390.74,390.75
3/19/21 15:15,390.75,390.95,390.62,390.71
3/19/21 15:20,390.71,390.88,390.52,390.59
3/19/21 15:25,390.60,390.89,390.50,390.81
3/19/21 15:30,390.81,391.05,390.56,391.05
3/19/21 15:35,391.05,391.33,390.93,390.97
3/19/21 15:40,390.96,391.22,390.96,391.04
3/19/21 15:45,391.04,391.18,390.45,390.67
3/19/21 15:50,390.66,391.18,390.32,390.51
3/19/21 15:55,390.52,390.70,389.42,389.57
3/22/21 9:30,390.03,390.56,390.01,390.04
3/22/21 9:35,390.03,390.81,389.97,390.71
3/22/21 9:40,390.72,390.80,390.13,390.64
3/22/21 9:45,390.64,391.11,390.57,391.08
3/22/21 9:50,391.08,391.45,391.01,391.43
3/22/21 9:55,391.44,391.49,391.24,391.30
3/22/21 10:00,391.30,391.63,391.02,391.25
3/22/21 10:05,391.26,391.67,391.14,391.34
3/22/21 10:10,391.35,391.64,391.07,391.51
3/22/21 10:15,391.50,391.61,391.19,391.52
3/22/21 10:20,391.52,391.66,391.39,391.55
3/22/21 10:25,391.55,391.71,391.24,391.44
3/22/21 10:30,391.45,391.77,391.31,391.72
