Date,Time,Open,High,Low,Close
2-Feb,12:05,383.02,383.08,382.91,383.02
2-Feb,12:10,383.0189,383.18,382.97,383.1501
2-Feb,12:15,383.16,383.22,382.83,382.85
2-Feb,12:20,382.855,382.98,382.67,382.69
2-Feb,12:25,382.68,382.73,382.51,382.5911
2-Feb,12:30,382.6,382.81,382.595,382.7009
2-Feb,12:35,382.71,382.82,382.67,382.75
2-Feb,12:40,382.7483,382.75,382.57,382.685
2-Feb,12:45,382.69,382.77,382.615,382.73
2-Feb,12:50,382.73,382.84,382.56,382.56
2-Feb,12:55,382.56,382.9889,382.51,382.9889
2-Feb,13:00,382.99,383.08,382.86,382.895
2-Feb,13:05,382.9,382.9681,382.86,382.88
2-Feb,13:10,382.88,382.97,382.775,382.775
2-Feb,13:15,382.77,382.83,382.37,382.3881
2-Feb,13:20,382.38,382.435,382.21,382.365
2-Feb,13:25,382.3699,382.51,382.3089,382.4301
2-Feb,13:30,382.44,382.6601,382.42,382.64
2-Feb,13:35,382.64,382.84,382.545,382.78
2-Feb,13:40,382.78,382.85,382.7419,382.81
2-Feb,13:45,382.82,382.93,382.69,382.73
2-Feb,13:50,382.73,382.75,382.45,382.48
2-Feb,13:55,382.485,382.71,382.4822,382.63
2-Feb,14:00,382.63,382.79,382.5,382.64
2-Feb,14:05,382.645,382.84,382.645,382.73
2-Feb,14:10,382.75,382.8892,382.68,382.8616
2-Feb,14:15,382.865,382.875,382.55,382.69
2-Feb,14:20,382.69,382.83,382.52,382.5699
2-Feb,14:25,382.56,382.59,382.46,382.565
2-Feb,14:30,382.57,382.85,382.54,382.82
2-Feb,14:35,382.82,383.12,382.81,383.105
2-Feb,14:40,383.11,383.11,382.97,383.025
2-Feb,14:45,383.025,383.12,382.985,383.05
2-Feb,14:50,383.04,383.04,382.88,382.92
2-Feb,14:55,382.92,383.14,382.875,383.12
2-Feb,15:00,383.11,383.12,382.7186,383.04
2-Feb,15:05,383.0299,383.03,382.8316,382.88
2-Feb,15:10,382.87,382.9084,382.565,382.57
2-Feb,15:15,382.57,382.73,382.39,382.61
2-Feb,15:20,382.62,382.74,382.5201,382.5599
2-Feb,15:25,382.5581,382.8,382.525,382.7481
2-Feb,15:30,382.74,382.78,382.5,382.56
2-Feb,15:35,382.5519,382.65,382.415,382.57
2-Feb,15:40,382.57,382.65,382.165,382.165
2-Feb,15:45,382.15,382.56,382.14,382.43
2-Feb,15:50,382.42,382.685,382.03,382.06
2-Feb,15:55,382.05,382.1813,381.25,381.25
3-Feb,9:30,382.435,382.87,381.77,382.71
3-Feb,9:35,382.72,382.9,381.915,381.925
3-Feb,9:40,381.92,382.41,381.84,382.13
3-Feb,9:45,382.13,382.65,381.93,382.38
3-Feb,9:50,382.37,382.55,382.03,382.24
3-Feb,9:55,382.26,382.92,382.12,382.893
3-Feb,10:00,382.91,383.08,382.4,382.77
3-Feb,10:05,382.773,382.88,382.29,382.36
3-Feb,10:10,382.3622,382.44,381.65,381.89
3-Feb,10:15,381.92,382.305,381.42,381.46
3-Feb,10:20,381.45,381.78,381.15,381.63
3-Feb,10:25,381.64,381.6899,380.72,380.7725
3-Feb,10:30,380.763,381.295,380.74,380.91
3-Feb,10:35,380.91,381.04,380.48,380.89
3-Feb,10:40,380.87,381.5884,380.77,381.47
3-Feb,10:45,381.47,381.62,381.34,381.48
3-Feb,10:50,381.48,381.99,381.07,381.78
3-Feb,10:55,381.787,381.87,381.55,381.65
3-Feb,11:00,381.66,381.97,381.65,381.8078
3-Feb,11:05,381.81,381.92,381.53,381.8545
3-Feb,11:10,381.86,381.89,381.42,381.665
3-Feb,11:15,381.6619,381.772,381.53,381.72
3-Feb,11:20,381.7201,382.16,381.68,382.09
3-Feb,11:25,382.11,382.11,381.77,381.91
3-Feb,11:30,381.95,382.05,381.58,381.99
3-Feb,11:35,382.0011,382.29,381.86,382.2
3-Feb,11:40,382.21,382.54,382.1199,382.53
3-Feb,11:45,382.52,382.5762,382.39,382.5
3-Feb,11:50,382.505,382.7,382.4,382.59
3-Feb,11:55,382.585,382.7699,382.53,382.69
3-Feb,12:00,382.69,382.715,382.51,382.58
3-Feb,12:05,382.55,382.63,382.535,382.61
3-Feb,12:10,382.61,382.64,382.39,382.4119
3-Feb,12:15,382.42,382.67,382.4,382.57
3-Feb,12:20,382.563,382.67,382.4819,382.51
3-Feb,12:25,382.51,382.58,382.42,382.5101
3-Feb,12:30,382.52,382.53,382.19,382.235
3-Feb,12:35,382.23,382.655,382.2,382.64
3-Feb,12:40,382.64,382.83,382.64,382.83
3-Feb,12:45,382.825,382.93,382.77,382.84
3-Feb,12:50,382.84,382.99,382.82,382.92
3-Feb,12:55,382.9281,382.9281,382.74,382.88
3-Feb,13:00,382.88,382.95,382.8,382.82
3-Feb,13:05,382.82,382.98,382.72,382.83
3-Feb,13:10,382.84,382.945,382.746,382.8
3-Feb,13:15,382.79,382.89,382.64,382.7
3-Feb,13:20,382.7073,382.9,382.64,382.88
3-Feb,13:25,382.88,382.9419,382.835,382.91
3-Feb,13:30,382.9019,382.92,382.8,382.86
3-Feb,13:35,382.8681,383.33,382.85,383.27
3-Feb,13:40,383.25,383.365,383.19,383.32
3-Feb,13:45,383.33,383.35,383.25,383.3
3-Feb,13:50,383.2981,383.31,383.2,383.24
3-Feb,13:55,383.2378,383.33,383.15,383.3098
3-Feb,14:00,383.3001,383.43,383.25,383.31
3-Feb,14:05,383.31,383.61,383.27,383.5499
3-Feb,14:10,383.55,383.56,383.34,383.37
3-Feb,14:15,383.38,383.41,383.22,383.33
3-Feb,14:20,383.33,383.5,383.28,383.5
3-Feb,14:25,383.495,383.5499,383.45,383.51
3-Feb,14:30,383.5,383.61,383.48,383.5201
3-Feb,14:35,383.52,383.7,383.5,383.54
3-Feb,14:40,383.54,383.61,383.29,383.36
3-Feb,14:45,383.35,383.5,383.25,383.28
3-Feb,14:50,383.2899,383.33,383.06,383.22
3-Feb,14:55,383.2,383.35,383.02,383.02
3-Feb,15:00,383.01,383.15,382.78,382.867
3-Feb,15:05,382.86,383.17,382.81,383.105
3-Feb,15:10,383.1081,383.1081,382.885,383.02
3-Feb,15:15,383.0281,383.195,382.66,382.69
3-Feb,15:20,382.68,382.93,382.57,382.8
3-Feb,15:25,382.8111,382.89,382.39,382.5
3-Feb,15:30,382.507,382.7609,382.38,382.7578
3-Feb,15:35,382.75,382.7813,382.45,382.45
3-Feb,15:40,382.455,382.91,382.44,382.5701
3-Feb,15:45,382.58,382.8,382.36,382.539
3-Feb,15:50,382.54,382.58,382.2,382.365
3-Feb,15:55,382.37,382.52,381.8,381.84
4-Feb,9:30,382.96,383.41,382.82,383.06
4-Feb,9:35,383.04,383.13,382.78,382.9815
4-Feb,9:40,383,383.19,382.925,383.03
4-Feb,9:45,383.03,383.76,382.95,383.7
4-Feb,9:50,383.71,383.7301,383.21,383.4
4-Feb,9:55,383.395,383.92,383.34,383.9011
4-Feb,10:00,383.9,384.01,383.55,383.68
4-Feb,10:05,383.68,384.12,383.675,383.925
4-Feb,10:10,383.92,384.23,383.88,384.0381
4-Feb,10:15,384.04,384.4,384.035,384.37
4-Feb,10:20,384.365,384.43,384.24,384.32
4-Feb,10:25,384.3216,384.33,383.69,383.76
4-Feb,10:30,383.76,383.95,383.63,383.75
4-Feb,10:35,383.76,383.915,383.65,383.74
4-Feb,10:40,383.75,383.95,383.72,383.873
4-Feb,10:45,383.88,384,383.7311,383.975
4-Feb,10:50,383.985,384.3481,383.96,384.313
4-Feb,10:55,384.32,384.41,384.16,384.275
4-Feb,11:00,384.27,384.63,384.18,384.6
4-Feb,11:05,384.595,384.69,384.51,384.65
4-Feb,11:10,384.64,384.68,384.275,384.38
4-Feb,11:15,384.3889,384.6,384.3817,384.43
4-Feb,11:20,384.43,384.66,384.42,384.64
4-Feb,11:25,384.63,384.75,384.39,384.52
4-Feb,11:30,384.52,384.6199,384.39,384.61
4-Feb,11:35,384.605,384.64,384.51,384.5465
4-Feb,11:40,384.54,384.67,384.3,384.39
4-Feb,11:45,384.39,384.73,384.3,384.69
4-Feb,11:50,384.68,384.78,384.39,384.529
4-Feb,11:55,384.53,384.63,384.48,384.5819
4-Feb,12:00,384.58,384.85,384.58,384.75
4-Feb,12:05,384.7499,384.79,384.57,384.79
4-Feb,12:10,384.8081,384.86,384.72,384.8
4-Feb,12:15,384.8,384.92,384.7822,384.86
4-Feb,12:20,384.8692,384.87,384.7,384.7419
4-Feb,12:25,384.745,384.79,384.7,384.765
4-Feb,12:30,384.7697,384.8594,384.74,384.81
4-Feb,12:35,384.805,385.01,384.731,384.77
4-Feb,12:40,384.76,384.84,384.73,384.805
4-Feb,12:45,384.8,384.89,384.69,384.81
4-Feb,12:50,384.8111,384.83,384.61,384.673
4-Feb,12:55,384.6899,384.77,384.66,384.75
4-Feb,13:00,384.76,384.9,384.71,384.83
4-Feb,13:05,384.82,384.91,384.82,384.89
4-Feb,13:10,384.89,385.18,384.85,385.16
4-Feb,13:15,385.16,385.18,385.07,385.1301
4-Feb,13:20,385.13,385.23,385.05,385.17
4-Feb,13:25,385.175,385.22,385.02,385.12
4-Feb,13:30,385.125,385.21,385.12,385.205
4-Feb,13:35,385.2001,385.23,385.1222,385.175
4-Feb,13:40,385.17,385.29,385.14,385.17
4-Feb,13:45,385.175,385.34,385.13,385.335
4-Feb,13:50,385.335,385.35,385.17,385.22
4-Feb,13:55,385.225,385.295,385.19,385.19
4-Feb,14:00,385.2,385.38,385.19,385.37
4-Feb,14:05,385.3619,385.43,385.33,385.38
4-Feb,14:10,385.3819,385.39,385.14,385.23
4-Feb,14:15,385.23,385.29,385.18,385.265
4-Feb,14:20,385.26,385.269,385.07,385.1
4-Feb,14:25,385.11,385.24,385.11,385.2
4-Feb,14:30,385.2,385.33,385.2,385.265
4-Feb,14:35,385.26,385.37,385.25,385.275
4-Feb,14:40,385.27,385.29,385.2,385.28
4-Feb,14:45,385.28,385.34,385.18,385.285
4-Feb,14:50,385.285,385.3,385.12,385.15
4-Feb,14:55,385.15,385.46,385.14,385.335
4-Feb,15:00,385.325,385.34,385.18,385.319
4-Feb,15:05,385.315,385.36,385.22,385.27
4-Feb,15:10,385.27,385.29,385.05,385.085
4-Feb,15:15,385.08,385.13,384.97,385.035
4-Feb,15:20,385.035,385.0816,384.975,384.99
4-Feb,15:25,384.99,385.14,384.97,385.11
4-Feb,15:30,385.115,385.28,385.0416,385.095
4-Feb,15:35,385.09,385.14,384.99,384.99
4-Feb,15:40,385,385.42,384.97,385.171
4-Feb,15:45,385.18,385.37,385.1311,385.17
4-Feb,15:50,385.15,385.51,385.11,385.5
4-Feb,15:55,385.5,386.24,385.3978,386.11
5-Feb,9:30,388.2,388.29,387.71,387.86
5-Feb,9:35,387.84,387.86,387.37,387.6
5-Feb,9:40,387.62,387.8,387.575,387.61
5-Feb,9:45,387.62,387.95,387.57,387.78
5-Feb,9:50,387.7891,387.91,387.57,387.58
5-Feb,9:55,387.59,387.59,387.042,387.14
5-Feb,10:00,387.15,387.31,386.95,387.16
5-Feb,10:05,387.16,387.42,387.12,387.22
5-Feb,10:10,387.225,387.255,386.7,386.8599
5-Feb,10:15,386.86,386.88,386.49,386.5099
5-Feb,10:20,386.51,386.84,386.485,386.81
5-Feb,10:25,386.82,387.21,386.77,387.155
5-Feb,10:30,387.15,387.52,387.11,387.44
5-Feb,10:35,387.4419,387.6,387.375,387.55
5-Feb,10:40,387.55,387.7399,387.41,387.7
5-Feb,10:45,387.71,387.899,387.59,387.8781
5-Feb,10:50,387.875,387.97,387.81,387.899
5-Feb,10:55,387.9,387.98,387.62,387.695
5-Feb,11:00,387.69,387.855,387.62,387.63
5-Feb,11:05,387.64,387.66,387.3,387.34
5-Feb,11:10,387.3364,387.4,387.19,387.33
5-Feb,11:15,387.33,387.33,387.11,387.209
5-Feb,11:20,387.2088,387.47,387.16,387.43
5-Feb,11:25,387.4381,387.45,387.22,387.35
5-Feb,11:30,387.3519,387.63,387.3519,387.61
5-Feb,11:35,387.61,387.78,387.61,387.7127
5-Feb,11:40,387.72,387.77,387.63,387.68
5-Feb,11:45,387.6811,387.75,387.63,387.67
5-Feb,11:50,387.67,387.6974,387.37,387.38
5-Feb,11:55,387.38,387.52,387.2913,387.32
5-Feb,12:00,387.315,387.59,387.18,387.59
5-Feb,12:05,387.5835,387.73,387.58,387.605
5-Feb,12:10,387.6,387.74,387.595,387.74
5-Feb,12:15,387.74,387.89,387.6601,387.87
5-Feb,12:20,387.865,387.88,387.75,387.75
5-Feb,12:25,387.73,387.91,387.72,387.87
5-Feb,12:30,387.87,387.91,387.78,387.87
5-Feb,12:35,387.8616,388.04,387.81,388.0297
5-Feb,12:40,388.02,388.35,387.9622,388.185
5-Feb,12:45,388.19,388.31,388.13,388.195
5-Feb,12:50,388.1978,388.2719,388.13,388.2119
5-Feb,12:55,388.22,388.46,388.21,388.4378
5-Feb,13:00,388.4396,388.47,388.15,388.1719
5-Feb,13:05,388.1744,388.21,388.07,388.14
5-Feb,13:10,388.1201,388.22,388.07,388.195
5-Feb,13:15,388.19,388.385,388.14,388.357
5-Feb,13:20,388.345,388.37,387.98,388.03
5-Feb,13:25,388.0566,388.14,387.99,388.05
5-Feb,13:30,388.05,388.07,387.885,387.96
5-Feb,13:35,387.9511,388.1099,387.94,388.0318
5-Feb,13:40,388.0335,388.04,387.87,387.935
5-Feb,13:45,387.935,388.01,387.86,387.875
5-Feb,13:50,387.875,387.879,387.61,387.67
5-Feb,13:55,387.6681,387.76,387.563,387.5854
5-Feb,14:00,387.5978,387.73,387.41,387.61
5-Feb,14:05,387.6,387.76,387.6,387.67
5-Feb,14:10,387.66,387.82,387.66,387.74
5-Feb,14:15,387.74,387.82,387.6,387.67
5-Feb,14:20,387.67,387.7,387.55,387.64
5-Feb,14:25,387.6399,387.91,387.6199,387.85
5-Feb,14:30,387.8425,388.03,387.8,387.84
5-Feb,14:35,387.8419,387.89,387.72,387.885
5-Feb,14:40,387.88,387.8894,387.69,387.7099
5-Feb,14:45,387.7081,387.77,387.5,387.54
5-Feb,14:50,387.53,387.57,387.32,387.475
5-Feb,14:55,387.47,387.62,387.415,387.51
5-Feb,15:00,387.52,387.54,387.19,387.22
5-Feb,15:05,387.22,387.41,387.2,387.3
5-Feb,15:10,387.3002,387.47,387.24,387.44
5-Feb,15:15,387.433,387.7,387.41,387.545
5-Feb,15:20,387.5481,387.71,387.42,387.6581
5-Feb,15:25,387.6599,387.68,387.19,387.21
5-Feb,15:30,387.21,387.57,387.2,387.52
5-Feb,15:35,387.5202,387.7,387.28,387.3727
5-Feb,15:40,387.37,387.5,387.2501,387.345
5-Feb,15:45,387.34,387.66,387.23,387.245
5-Feb,15:50,387.24,387.51,387.18,387.43
5-Feb,15:55,387.43,387.81,387.43,387.63
8-Feb,9:30,389.27,389.48,389.1422,389.34
8-Feb,9:35,389.35,389.56,389.1,389.23
8-Feb,9:40,389.24,389.585,389.16,389.47
8-Feb,9:45,389.47,389.67,389.4625,389.663
8-Feb,9:50,389.6617,389.77,389.44,389.505
8-Feb,9:55,389.5,389.82,389.45,389.63
8-Feb,10:00,389.6399,389.85,389.5187,389.8
8-Feb,10:05,389.81,389.87,389.72,389.855
8-Feb,10:10,389.84,389.87,389.49,389.67
8-Feb,10:15,389.665,389.75,389.6,389.74
8-Feb,10:20,389.75,389.79,389.42,389.4312
8-Feb,10:25,389.4387,389.55,389.24,389.525
8-Feb,10:30,389.53,389.63,389.42,389.587
8-Feb,10:35,389.5889,389.69,389.525,389.62
8-Feb,10:40,389.63,389.78,389.605,389.75
8-Feb,10:45,389.755,389.95,389.72,389.77
8-Feb,10:50,389.775,389.81,389.42,389.51
8-Feb,10:55,389.51,389.55,389.333,389.55
8-Feb,11:00,389.55,389.6399,389.37,389.49
8-Feb,11:05,389.4886,389.52,389.2901,389.315
8-Feb,11:10,389.31,389.37,388.95,389.02
8-Feb,11:15,389.013,389.09,388.9,389.01
8-Feb,11:20,388.995,389.22,388.98,389.15
8-Feb,11:25,389.14,389.16,389.01,389.125
8-Feb,11:30,389.127,389.18,388.6684,388.75
8-Feb,11:35,388.75,388.75,388.55,388.575
8-Feb,11:40,388.56,388.7,388.35,388.5
8-Feb,11:45,388.49,388.89,388.49,388.86
8-Feb,11:50,388.855,388.94,388.84,388.92
8-Feb,11:55,388.92,389.08,388.88,388.891
8-Feb,12:00,388.91,389.03,388.91,388.95
8-Feb,12:05,388.95,389.03,388.91,389
8-Feb,12:10,389.01,389.257,389,389.23
8-Feb,12:15,389.23,389.3,389.19,389.2
8-Feb,12:20,389.21,389.35,389.18,389.31
8-Feb,12:25,389.31,389.38,389.2619,389.295
8-Feb,12:30,389.2911,389.3,389.2,389.25
8-Feb,12:35,389.243,389.27,389.0872,389.11
8-Feb,12:40,389.1,389.21,389.04,389.21
8-Feb,12:45,389.2075,389.31,389.2,389.2289
8-Feb,12:50,389.2201,389.2499,389.1,389.14
8-Feb,12:55,389.15,389.15,388.91,389.03
8-Feb,13:00,389.03,389.04,388.86,388.86
8-Feb,13:05,388.861,389.03,388.82,388.915
8-Feb,13:10,388.9189,389.025,388.87,388.93
8-Feb,13:15,388.94,389.17,388.92,389.1301
8-Feb,13:20,389.1381,389.17,388.98,389.109
8-Feb,13:25,389.1019,389.13,389.02,389.04
8-Feb,13:30,389.045,389.24,389.03,389.235
8-Feb,13:35,389.2319,389.28,389.19,389.245
8-Feb,13:40,389.245,389.289,389.19,389.24
8-Feb,13:45,389.24,389.31,389.03,389.105
8-Feb,13:50,389.1,389.12,388.61,388.62
8-Feb,13:55,388.627,388.87,388.59,388.8
8-Feb,14:00,388.805,389.01,388.77,388.97
8-Feb,14:05,388.97,389.08,388.92,389.0289
8-Feb,14:10,389.04,389.07,388.93,389.05
8-Feb,14:15,389.04,389.05,388.92,388.92
8-Feb,14:20,388.913,389.17,388.84,389.023
8-Feb,14:25,389.0222,389.07,388.93,389.02
8-Feb,14:30,389.015,389.09,388.82,389.05
8-Feb,14:35,389.06,389.12,388.98,389.0919
8-Feb,14:40,389.09,389.11,389.0301,389.1
8-Feb,14:45,389.105,389.2,389,389.1106
8-Feb,14:50,389.11,389.18,389.08,389.17
8-Feb,14:55,389.161,389.35,389.15,389.33
8-Feb,15:00,389.32,389.39,389.28,389.365
8-Feb,15:05,389.36,389.42,389.24,389.27
8-Feb,15:10,389.27,389.49,389.26,389.4481
8-Feb,15:15,389.445,389.45,389.31,389.34
8-Feb,15:20,389.35,389.5,389.34,389.435
8-Feb,15:25,389.4399,389.55,389.37,389.53
8-Feb,15:30,389.52,389.66,389.4292,389.435
8-Feb,15:35,389.43,389.6,389.4,389.5671
8-Feb,15:40,389.565,389.74,389.53,389.7
8-Feb,15:45,389.69,389.797,389.63,389.71
8-Feb,15:50,389.71,390.11,389.64,390.055
8-Feb,15:55,390.06,390.56,389.91,390.52
9-Feb,9:30,389.61,389.9411,389.5481,389.79
9-Feb,9:35,389.79,390,389.55,389.59
9-Feb,9:40,389.59,389.7,389.17,389.62
9-Feb,9:45,389.61,390,389.5989,389.895
9-Feb,9:50,389.89,390.1799,389.87,390.125
9-Feb,9:55,390.13,390.28,390.08,390.13
9-Feb,10:00,390.12,390.32,389.89,389.92
9-Feb,10:05,389.93,390.23,389.82,390.15
9-Feb,10:10,390.1411,390.43,390.1411,390.35
9-Feb,10:15,390.355,390.4,390.25,390.3101
9-Feb,10:20,390.3111,390.355,390.22,390.23
9-Feb,10:25,390.238,390.35,390.08,390.22
9-Feb,10:30,390.21,390.38,390.163,390.19
9-Feb,10:35,390.18,390.405,390.1788,390.3516
9-Feb,10:40,390.3519,390.46,390.26,390.28
9-Feb,10:45,390.29,390.32,390,390.065
9-Feb,10:50,390.06,390.16,390.02,390.1
9-Feb,10:55,390.0992,390.1099,389.96,390.045
9-Feb,11:00,390.04,390.04,389.87,389.945
9-Feb,11:05,389.949,389.96,389.71,389.721
9-Feb,11:10,389.72,389.75,389.47,389.71
9-Feb,11:15,389.71,389.71,389.3901,389.483
9-Feb,11:20,389.5,389.835,389.46,389.82
9-Feb,11:25,389.825,389.91,389.69,389.7151
9-Feb,11:30,389.72,389.975,389.585,389.93
9-Feb,11:35,389.94,390.14,389.93,389.9901
9-Feb,11:40,389.9919,390.21,389.98,390.135
9-Feb,11:45,390.15,390.3,390.12,390.267
9-Feb,11:50,390.26,390.28,390.17,390.22
9-Feb,11:55,390.22,390.22,390.05,390.05
9-Feb,12:00,390.07,390.15,390.02,390.13
9-Feb,12:05,390.1295,390.36,390.1295,390.36
9-Feb,12:10,390.37,390.6,390.33,390.58
9-Feb,12:15,390.585,390.63,390.45,390.45
9-Feb,12:20,390.44,390.56,390.34,390.535
9-Feb,12:25,390.53,390.6,390.48,390.4919
9-Feb,12:30,390.495,390.63,390.49,390.54
9-Feb,12:35,390.55,390.62,390.51,390.6
9-Feb,12:40,390.59,390.61,390.53,390.61
9-Feb,12:45,390.6,390.65,390.54,390.61
9-Feb,12:50,390.61,390.82,390.6,390.77
9-Feb,12:55,390.77,390.795,390.55,390.695
9-Feb,13:00,390.6981,390.747,390.5078,390.57
9-Feb,13:05,390.583,390.63,390.48,390.51
9-Feb,13:10,390.5022,390.5984,390.43,390.5
9-Feb,13:15,390.5,390.535,390.41,390.489
9-Feb,13:20,390.48,390.48,390.22,390.29
9-Feb,13:25,390.29,390.36,390.19,390.22
9-Feb,13:30,390.21,390.31,390.205,390.31
9-Feb,13:35,390.3143,390.41,390.26,390.39
9-Feb,13:40,390.395,390.4,390.29,390.29
9-Feb,13:45,390.2919,390.355,390.19,390.2
9-Feb,13:50,390.2,390.31,390.18,390.27
9-Feb,13:55,390.275,390.44,390.27,390.365
9-Feb,14:00,390.36,390.5,390.36,390.45
9-Feb,14:05,390.4519,390.59,390.43,390.5701
9-Feb,14:10,390.58,390.6,390.53,390.565
9-Feb,14:15,390.56,390.65,390.53,390.615
9-Feb,14:20,390.62,390.63,390.55,390.57
9-Feb,14:25,390.58,390.707,390.57,390.6257
